Provider,Amount
ABIDHA HEALTH CENTRE,"18,960.00"
ABIDHA HEALTH CENTRE,"20,000.00"
ABIDHA HEALTH CENTRE,"65,680.00"
ABIDHA HEALTH CENTRE,"107,389.84"
ABIDHA HEALTH CENTRE,"147,520.00"
ABIDHA HEALTH CENTRE,"194,353.72"
ABM Specialized Hospital,"239,130.00"
ABM Specialized Hospital,"701,890.00"
ABM Specialized Hospital,"827,700.00"
ABM Specialized Hospital,"1,287,020.00"
Aboloi Dispensary,"10,000.00"
Aboloi Dispensary,"40,429.01"
Aboloi Dispensary,"50,883.30"
ABQA ANNEX MEDICAL CENTRE LTD,"19,379.95"
ABQA ANNEX MEDICAL CENTRE LTD,"21,469.52"
ABQA ANNEX MEDICAL CENTRE LTD,"349,440.00"
ABQA ANNEX MEDICAL CENTRE LTD,"1,137,920.00"
ABQA ANNEX MEDICAL CENTRE LTD,"1,680,000.00"
ABQA ANNEX MEDICAL CENTRE LTD,"2,654,400.00"
ABRAAR HOSPITAL LIMITED,"34,640.00"
ABRAAR HOSPITAL LIMITED,"100,800.00"
ABRAAR HOSPITAL LIMITED,"110,800.00"
ABRAAR HOSPITAL LIMITED,154400
ABRAAR HOSPITAL LIMITED,"212,800.00"
ABRAR HEALTH SERVICES BANISSA,"91,840.00"
ABRAR HEALTH SERVICES BANISSA,"112,000.00"
ABRAR HEALTH SERVICES BANISSA,"114,240.00"
ABUBAKAR SIDIQ NURSING HOME,"29,120.00"
ABUBAKAR SIDIQ NURSING HOME,"40,320.00"
ABULO MEDICAL CENTRE LIMITED,"3,809.51"
ABUU AMIRA NURSING HOME,"6,900.92"
ABUU AMIRA NURSING HOME,"30,830.39"
ABUU AMIRA NURSING HOME,"80,640.00"
ABUU AMIRA NURSING HOME,"116,480.00"
ABUU AMIRA NURSING HOME,"624,960.00"
ABUU AMIRA NURSING HOME,"807,280.00"
ABYAN HOSPITAL LIMITED,"20,160.00"
ABYAN HOSPITAL LIMITED,"26,880.00"
ABYAN HOSPITAL LIMITED,"77,840.00"
ABYAN HOSPITAL LIMITED,"7,089,600.00"
ACE NORTHERN HOSPITAL LTD,"10,000.00"
ACE NORTHERN HOSPITAL LTD,"11,200.00"
ACELA MEDICAL CENTRE LIMITED,"63,840.00"
ACELA MEDICAL CENTRE LIMITED,"164,640.00"
ACELA MEDICAL CENTRE LIMITED,"178,900.52"
ACELA MEDICAL CENTRE LIMITED,"266,177.00"
ACELA MEDICAL CENTRE LIMITED,"343,840.00"
ACELA MEDICAL CENTRE LIMITED,"378,560.00"
ACK SOYSAMBU DISPENSARY,"10,000.00"
ACK SOYSAMBU DISPENSARY,"204,071.76"
ACK SOYSAMBU DISPENSARY,"236,187.13"
ACUTEST HOSPITALS LTD,"262,396.13"
ADC Market Nursing Home Limited,"7,411.03"
ADC Market Nursing Home Limited,"17,050.97"
ADC Market Nursing Home Limited,"123,200.00"
ADC Market Nursing Home Limited,"168,000.00"
ADC Market Nursing Home Limited,"436,800.00"
ADC Market Nursing Home Limited,"680,960.00"
ADEMASAJIDA DISPENSARY,"6,727.22"
ADEMASAJIDA DISPENSARY,"10,000.00"
ADEMASAJIDA DISPENSARY,"12,735.79"
ADEMASAJIDA DISPENSARY,"20,000.00"
ADIEDO MEDICAL CENTRE,"65,689.74"
ADIEDO MEDICAL CENTRE,"274,070.42"
ADMINISTRATION POLICE TRAINING COLLEGE,"1,510,228.63"
ADMINISTRATION POLICE TRAINING COLLEGE,"1,784,385.28"
ADU DISPENSARY,"40,000.00"
ADU DISPENSARY,"190,000.00"
ADU DISPENSARY,"222,455.23"
ADU DISPENSARY,"331,000.00"
ADU DISPENSARY,"337,726.33"
Adungosi Medical Clinic,"48,080.00"
Adungosi Medical Clinic,"53,760.00"
Adungosi Medical Clinic,"62,720.00"
Adungosi Medical Clinic,"123,200.00"
Adungosi Medical Clinic,"253,648.96"
Adungosi Medical Clinic,"325,397.79"
ADVANCED CANCER CENTRE LTD,"486,430.00"
ADVANCED CANCER CENTRE LTD,"1,313,074.00"
ADVANCED CANCER CENTRE LTD,"2,852,578.00"
ADVANCED CANCER CENTRE LTD,"4,910,706.00"
ADVENT MEDICARE & MATERNITY CENTER,"1,318.34"
AFARSHANLE DISPENSARY,"3,446.15"
AFARSHANLE DISPENSARY,"10,000.00"
AFARSHANLE DISPENSARY,"32,120.63"
AFARSHANLE DISPENSARY,"50,000.00"
AFARSHANLE DISPENSARY,"100,000.00"
AFEY HILLOW NURSING HOME LIMITED,8960
AFEY HILLOW NURSING HOME LIMITED,"49,825.70"
AFEY HILLOW NURSING HOME LIMITED,89440
AFEY HILLOW NURSING HOME LIMITED,"246,400.00"
AFEY HILLOW NURSING HOME LIMITED,"258,640.00"
AFEY HILLOW NURSING HOME LIMITED,"664,080.00"
AFEY HILLOW NURSING HOME LIMITED,"900,480.00"
AFFAN NURSING HOME LIMITED,"7,814.53"
AFFAN NURSING HOME LIMITED,163520
AFFAN NURSING HOME LIMITED,"329,280.00"
AFFAN NURSING HOME LIMITED,"909,440.00"
AFFAN NURSING HOME LIMITED,"1,021,440.00"
AFLAH MEDICAL CENTRE,"5,004.05"
AFLAH MEDICAL CENTRE,"24,640.00"
AFLAH MEDICAL CENTRE,"33,600.00"
AFLAH MEDICAL CENTRE,"89,600.00"
AFLAH MEDICAL CENTRE,"105,280.00"
AFNAAN HEALTHCARE SERVICES,"11,200.00"
AFNAAN HEALTHCARE SERVICES,"89,600.00"
AFRAHA MATERNITY & NURSING HOME,"11,200.00"
AFRAHA MATERNITY & NURSING HOME,"29,120.00"
AFRAHA MATERNITY & NURSING HOME,"62,720.00"
AFRAHA MATERNITY & NURSING HOME,"69,449.96"
AFRAHA MATERNITY & NURSING HOME,"87,792.51"
AFRICA INUKA HOSPITAL LTD- MILIMANI,"260,400.00"
AFRICA INUKA HOSPITAL LTD- MILIMANI,"281,390.93"
AFRICA INUKA HOSPITAL LTD- MILIMANI,"607,520.00"
AFRICA INUKA HOSPITAL LTD- MILIMANI,"1,137,040.00"
AFRICARE DIALYSIS CENTRES LIMITED- MURANGA,"74,550.00"
AFRICARE DIALYSIS CENTRES LIMITED- MURANGA,"95,850.00"
AFRICARE DIALYSIS CENTRES LIMITED- MURANGA,"138,450.00"
AFRICARE DIALYSIS CENTRES LIMITED- MURANGA,"266,250.00"
AFYA BORA MEDICAL CLINIC MUTOMO,960.08
AFYA BORA MEDICAL CLINIC MUTOMO,"11,200.00"
AFYA BORA MEDICAL CLINIC MUTOMO,"20,160.00"
Afya Health Systems Organization,"14,764.81"
Afya Health Systems Organization,"34,730.07"
Afya Health Systems Organization,"241,920.00"
Afya Health Systems Organization,"701,120.00"
Afya Health Systems Organization,"817,600.00"
Afya Health Systems Organization,"2,596,160.00"
Afya Hill Medical Centre,"16,156.85"
Afya Hill Medical Centre,"22,955.48"
Afya Hill Medical Centre,"221,760.00"
Afya Hill Medical Centre,"565,520.00"
Afya Hill Medical Centre,"802,960.00"
Afya Hill Medical Centre,"911,680.00"
Afya International Hospital,"36,720.00"
Afya International Hospital,"73,680.00"
Afya International Hospital,"93,520.00"
Afya International Hospital,"139,760.00"
Afya Link Medical Center,"49,383.20"
Afya Link Medical Center,"83,550.27"
Afya Link Medical Center,"114,240.00"
Afya Link Medical Center,"479,360.00"
Afya Link Medical Center,"624,960.00"
Afya Link Medical Center,"887,040.00"
AFYA MEDICAL CLINIC AND NURSING HOME LIMITED,"7,386.76"
AFYA NGAMBO MEDICAL CLINIC,"362,520.63"
AFYA NURSING HOME MOYALE,"30,240.00"
AFYA NURSING HOME MOYALE,"43,680.00"
AFYA NURSING HOME MOYALE,"57,040.00"
AFYA NURSING HOME MOYALE,"93,307.07"
AFYA NURSING HOME MOYALE,"107,440.00"
AFYA NURSING HOME MOYALE,"142,386.47"
AFYALINE SALGAA MEDICAL CENTRE,"120,960.00"
AFYALINE SALGAA MEDICAL CENTRE,"184,720.00"
AFYALINE SALGAA MEDICAL CENTRE,"399,440.00"
AFYALINE SALGAA MEDICAL CENTRE,"418,720.00"
AFYALINE SALGAA MEDICAL CENTRE,"661,645.52"
AFYALINE SALGAA MEDICAL CENTRE,"1,182,899.16"
AFYAPOINT MEDICARE LIMITED -ANNEX,"67,200.00"
AFYAPOINT MEDICARE LIMITED -ANNEX,"504,000.00"
AFYATELE CENTRE,"280,073.74"
Agakhan Clinic (Kisii),"4,457.91"
Agakhan Clinic (Kisii),"58,240.00"
Agakhan Clinic (Kisii),"203,840.00"
Agakhan Clinic (Kisii),"208,320.00"
Agakhan Clinic (Kisii),"246,400.00"
AGAWO DISPENSARY,"16,566.28"
AGAWO DISPENSARY,"26,617.67"
AGENGA DISPENSARY,"74,737.94"
AGISO HEALTHCARE,"15,680.00"
AGISO HEALTHCARE,"22,400.00"
AGISO HEALTHCARE,"59,551.40"
Ahava Medical Centre,"19,555.86"
Ahava Medical Centre,"61,738.96"
Ahava Medical Centre,"369,440.00"
Ahava Medical Centre,"441,120.00"
Ahava Medical Centre,"838,640.00"
Ahava Medical Centre,"1,294,560.00"
AHERO MEDICAL CENTER,"109,600.00"
AHERO MEDICAL CENTER,"125,017.72"
AHERO MEDICAL CENTER,"142,739.63"
AHERO MEDICAL CENTER,"163,520.00"
AHERO MEDICAL CENTER,"185,760.00"
AHERO MEDICAL CENTER,"553,120.00"
Ahero Sub-County Hospital,"266,596.23"
Ahero Sub-County Hospital,"368,080.00"
Ahero Sub-County Hospital,"422,381.67"
Ahero Sub-County Hospital,"758,080.00"
Ahero Sub-County Hospital,"952,000.00"
Ahero Sub-County Hospital,"4,562,720.00"
AHLI HOSPITAL LIMITED,"45,126.10"
AHLI HOSPITAL LIMITED,"53,760.00"
AHLI HOSPITAL LIMITED,"58,191.34"
AHLI HOSPITAL LIMITED,"60,480.00"
Ahmadiya Hospital,"298,560.00"
Ahmadiya Hospital,"483,520.00"
Ahmadiya Hospital,"567,040.00"
Ahmadiya Hospital,"678,798.09"
Ahmadiya Hospital,"705,970.66"
Ahmadiya Hospital,"1,179,040.00"
AIC CURE INTERNATIONAL HOSPITAL,"125,440.00"
AIC CURE INTERNATIONAL HOSPITAL,"450,800.00"
AIC CURE INTERNATIONAL HOSPITAL,"949,760.00"
AIC KIJABE HOSPITAL,10678005
AIC KIJABE HOSPITAL,10881264
AIC KIJABE HOSPITAL,"112,570,235.00"
AIC KIJABE HOSPITAL MARIRA DISPENSARY,"1,160,375.63"
AIC KIJABE HOSPITAL MARIRA DISPENSARY,"1,285,798.09"
AIC KIJABE HOSPITAL-NAIVASHA MEDICAL CENTRE,"39,120.00"
AIC LITEIN HOSPITAL,"1,648,970.00"
AIC LITEIN HOSPITAL,"4,974,570.00"
AIC LITEIN HOSPITAL,"8,395,370.00"
AIC LITEIN HOSPITAL,8700220
AIC LITEIN HOSPITAL,9222770
AIC LITEIN HOSPITAL,"10,611,250.00"
AIC LOKICHOGIO HEALTH CENTRE,"27,920.00"
AIC LOKICHOGIO HEALTH CENTRE,"31,200.00"
AIC LOKICHOGIO HEALTH CENTRE,"89,829.83"
AIC LOKICHOGIO HEALTH CENTRE,"95,347.45"
AIC LOKICHOGIO HEALTH CENTRE,"116,160.00"
AIC LOKICHOGIO HEALTH CENTRE,"163,200.00"
AIC ZOMBE HEALTH CENTRE,710.3
AIC ZOMBE HEALTH CENTRE,"4,122.65"
AIC ZOMBE HEALTH CENTRE,"20,000.00"
AIMA HOSPITAL LIMITED,"4,086.08"
AIMA HOSPITAL LIMITED,"5,386.11"
AIMO HEALTH CENTRE,"11,200.00"
AIMO HEALTH CENTRE,"33,600.00"
AIMO HEALTH CENTRE,"75,464.59"
AIMO HEALTH CENTRE,"145,600.00"
AIMO HEALTH CENTRE,"249,852.03"
AINABKOI HEALTH CENTRE,"18,954.56"
AINABKOI HEALTH CENTRE,"23,956.19"
AINAMOI HEALTH CENTRE,"10,000.00"
AINAMOI HEALTH CENTRE,"30,000.00"
AINAMOI HEALTH CENTRE,"60,000.00"
AIPCA NAKURU WEST MEDICAL CLINIC,"23,271.85"
AIPCA NAKURU WEST MEDICAL CLINIC,"39,999.20"
Airport Health Centre,"197,216.68"
Airport Health Centre,"322,000.00"
Airport Health Centre,"482,221.68"
Airport Health Centre,"534,080.00"
Airport Health Centre,"562,720.00"
Airport Health Centre,"662,080.00"
Aiyebo Dispensary,"16,514.17"
Aiyebo Dispensary,"31,263.88"
Akala Health Centre,"30,000.00"
Akala Health Centre,"70,000.00"
Akala Health Centre,"110,000.00"
Akala Health Centre,"413,705.79"
Akala Health Centre,"453,978.28"
AKEDEJOE FAMILY THERAPY AND COTTAGE HOSPITAL LIMITED,"13,370.71"
AKEDEJOE FAMILY THERAPY AND COTTAGE HOSPITAL LIMITED,"25,426.64"
AKEDEJOE FAMILY THERAPY AND COTTAGE HOSPITAL LIMITED,"33,600.00"
AKEDEJOE FAMILY THERAPY AND COTTAGE HOSPITAL LIMITED,"129,920.00"
Akemo Nursing Home,"24,244.11"
Akemo Nursing Home,"39,105.53"
Akemo Nursing Home,"188,160.00"
Akemo Nursing Home,"501,600.00"
Akemo Nursing Home,"759,920.00"
Akemo Nursing Home,"907,600.00"
AKRAM MEDICAL CENTRE,"170,240.00"
AKRAM MEDICAL CENTRE,"284,480.00"
AKRAM MEDICAL CENTRE,"517,440.00"
AKSHAR HEALTH CARE LTD,"47,092.02"
AKSHAR HEALTH CARE LTD,"61,889.24"
AL ABRAR NURSING HOME,"63,840.00"
AL ABRAR NURSING HOME,"977,333.20"
AL AHLI Nursing Home,"577,920.00"
AL AHLI Nursing Home,"638,400.00"
AL AHLI Nursing Home,"1,960,000.00"
AL AHLI Nursing Home,"2,719,360.00"
Al Amin Nursing Home,"14,506.43"
Al Amin Nursing Home,"21,300.00"
Al Amin Nursing Home,"29,706.06"
Al Amin Nursing Home,"31,300.00"
AL FOAUD HOSPITAL LIMITED,"5,135.79"
AL MANAR NURSING HOME LIMITED,"56,000.00"
AL MANAR NURSING HOME LIMITED,"136,640.00"
AL MANAR NURSING HOME LIMITED,"181,440.00"
AL MANAR NURSING HOME LIMITED,"416,640.00"
Al Naim Medical Clinic and Lab Services,"79,845.89"
Al Naim Medical Clinic and Lab Services,"88,451.85"
Al Naim Medical Clinic and Lab Services,"201,600.00"
Al Naim Medical Clinic and Lab Services,"902,720.00"
Al Naim Medical Clinic and Lab Services,"987,840.00"
Al Naim Medical Clinic and Lab Services,"1,431,360.00"
AL NASRI NURSING HOME LTD,"36,641.88"
AL NASRI NURSING HOME LTD,"107,961.96"
AL NASRI NURSING HOME LTD,"129,920.00"
AL NASRI NURSING HOME LTD,"315,840.00"
AL NASRI NURSING HOME LTD,"595,840.00"
AL NASRI NURSING HOME LTD,"638,400.00"
AL NASRI NURSING HOME LTD,"1,241.62"
AL NASRI NURSING HOME LTD,"33,600.00"
AL NASRI NURSING HOME LTD,"107,520.00"
AL NASRI NURSING HOME LTD,"163,520.00"
AL NASRI NURSING HOME LTD,"268,800.00"
AL Nur Medical Clinic & Laboratory,"14,729.36"
AL Nur Medical Clinic & Laboratory,"15,900.87"
Al Shifac Nursing Home Limited,"20,916.66"
Al Shifac Nursing Home Limited,"35,909.31"
Al Shifac Nursing Home Limited,"183,680.00"
Al Shifac Nursing Home Limited,"226,240.00"
Al Shifac Nursing Home Limited,"452,480.00"
Al Shifac Nursing Home Limited,"481,600.00"
Alale Health Centre,"24,506.86"
Alale Health Centre,"30,000.00"
Alale Health Centre,"53,614.24"
Alale Health Centre,"60,000.00"
Alale Health Centre,"80,000.00"
ALAMAGAN MEDICAL CENTRE LIMITED,"11,513.90"
ALAMAGAN MEDICAL CENTRE LIMITED,"73,920.00"
ALAMAGAN MEDICAL CENTRE LIMITED,"232,960.00"
ALAMAGAN MEDICAL CENTRE LIMITED,"1,207,360.00"
Al-Amannah Hospital,"52,246.69"
Al-Amannah Hospital,"93,016.75"
Al-Amannah Hospital,"406,560.00"
Al-Amannah Hospital,"490,560.00"
Al-Amannah Hospital,"870,240.00"
Al-Amannah Hospital,"1,284,640.00"
ALATI NURSING HOME,"16,590.08"
ALATI NURSING HOME,"352,720.00"
ALBADHAR NURSING HOME,"46,388.24"
ALBADHAR NURSING HOME,"179,200.00"
ALBADHAR NURSING HOME,"183,680.00"
ALBADHAR NURSING HOME,"304,640.00"
ALBADHAR NURSING HOME,"540,880.00"
Al-Baitul Tiiba Hospital Limited,"9,941.47"
Al-Baitul Tiiba Hospital Limited,"11,812.38"
Al-Baitul Tiiba Hospital Limited,"80,640.00"
Al-Baitul Tiiba Hospital Limited,"83,760.00"
Al-Baitul Tiiba Hospital Limited,"248,480.00"
ALBANI MEDICAL CLINIC,"13,346.17"
AL-BAQARAH NURSING HOME LIMITED,"380,800.00"
AL-BAQARAH NURSING HOME LIMITED,"730,240.00"
AL-BAQARAH NURSING HOME LIMITED,"1,229,760.00"
AL-BAQARAH NURSING HOME LIMITED,"1,386,560.00"
AL-BASRAH HOSPITAL LTD,"110,134.86"
AL-BASRAH HOSPITAL LTD,"125,741.83"
AL-BASRAH HOSPITAL LTD,"210,320.00"
AL-BASRAH HOSPITAL LTD,"410,480.00"
AL-BASRAH HOSPITAL LTD,"644,160.00"
AL-BASRAH HOSPITAL LTD,"650,000.00"
Albilal Medical Clinic (Moyale),"56,000.00"
Albilal Medical Clinic (Moyale),"78,400.00"
Albilal Medical Clinic (Moyale),"133,200.00"
Albilal Medical Clinic (Moyale),"173,360.00"
Albilal Medical Clinic (Moyale),"241,584.53"
Albilal Medical Clinic (Moyale),"247,367.57"
AL-BUQARI NURSING HOME LIMITED,"4,599.64"
AL-BUQARI NURSING HOME LIMITED,"28,349.81"
AL-BUQARI NURSING HOME LIMITED,"268,800.00"
AL-BUSHRA MEDICAL CENTRE LIMITED,"207,203.76"
ALEN WALES LOLGORIAN MEDICAL CLINIC,"4,480.00"
ALEN WALES LOLGORIAN MEDICAL CLINIC,"13,742.98"
ALEN WALES LOLGORIAN MEDICAL CLINIC,"18,960.00"
ALEN WALES LOLGORIAN MEDICAL CLINIC,"48,211.38"
ALEN WALES LOLGORIAN MEDICAL CLINIC,"57,920.00"
ALEXANDRIA CANCER CENTRE AND PALLIATIVE HOSPITAL,"98,385.00"
ALEXANDRIA CANCER CENTRE AND PALLIATIVE HOSPITAL,"241,680.00"
ALEXANDRIA CANCER CENTRE AND PALLIATIVE HOSPITAL,"516,060.00"
ALFAROOQ HOSPITAL LTD,"184,720.00"
ALFAROOQ HOSPITAL LTD,"1,146,358.00"
ALFAROOQ HOSPITAL LTD,"8,539,439.00"
ALFATAH MEDICAL CLINIC,"8,060.63"
ALFATAH MEDICAL CLINIC,"40,320.00"
ALFOMBIU MEDICAL CLINIC,"105,309.61"
ALFOMBIU MEDICAL CLINIC,"120,960.00"
ALFOMBIU MEDICAL CLINIC,"140,960.00"
ALFOMBIU MEDICAL CLINIC,"374,080.00"
ALFOMBIU MEDICAL CLINIC,"427,840.00"
ALFOMBIU MEDICAL CLINIC,"460,931.00"
AL-HAMDU HEALTHCARE LTD,"107,560.00"
AL-HAMDU HEALTHCARE LTD,"224,630.00"
AL-HAMDU HEALTHCARE LTD,"308,615.00"
AL-HAMDU HEALTHCARE LTD,"1,165,910.00"
Al-Hamdu Nursing Home,"128,648.83"
Al-Hamdu Nursing Home,"185,920.00"
Al-Hamdu Nursing Home,"265,360.00"
Al-Hamdu Nursing Home,"278,614.06"
Al-Hamdu Nursing Home,"320,320.00"
Al-Hamdu Nursing Home,"421,120.00"
AL-HARAMEIN NURSING HOME & LABORATORY SERVICE LIMITED,"157,226.40"
AL-HARAMEIN NURSING HOME & LABORATORY SERVICE LIMITED,"60,320.00"
AL-HARAMEIN NURSING HOME & LABORATORY SERVICE LIMITED,"64,733.52"
AL-HARAMEIN NURSING HOME & LABORATORY SERVICE LIMITED,"26,880.00"
AL-HARAMEIN NURSING HOME & LABORATORY SERVICE LIMITED,"105,280.00"
AL-HARAMEIN NURSING HOME & LABORATORY SERVICE LIMITED,"141,120.00"
ALHAYAT NURSING HOME & MATERNITY SERVICES,"68,788.23"
ALHAYAT NURSING HOME & MATERNITY SERVICES,"84,515.32"
ALHAYAT NURSING HOME & MATERNITY SERVICES,"403,200.00"
ALHAYAT NURSING HOME & MATERNITY SERVICES,"487,200.00"
ALHAYAT NURSING HOME & MATERNITY SERVICES,"1,044,960.00"
ALHAYAT NURSING HOME & MATERNITY SERVICES,"1,202,880.00"
Al-Hikma Medical Centre,"45,624.08"
Al-Hikma Medical Centre,"56,737.81"
Al-Hikma Medical Centre,"161,280.00"
Al-Hikma Medical Centre,"313,600.00"
Al-Hikma Medical Centre,"454,720.00"
Al-Hikma Medical Centre,"530,880.00"
AL-HUDA NURSING HOME LTD,"60,480.00"
AL-HUDA NURSING HOME LTD,"864,640.00"
AL-HUDA NURSING HOME LTD,"1,070,720.00"
AL-HUDA NURSING HOME LTD,"1,939,840.00"
ALIBEE NURSING HOME LIMITED,"15,929.41"
ALIBEE NURSING HOME LIMITED,"29,563.72"
ALIBEE NURSING HOME LIMITED,"170,240.00"
ALIBEE NURSING HOME LIMITED,"278,800.00"
ALIBEE NURSING HOME LIMITED,"692,000.00"
ALIBRAR MEDICAL CENTRE LIMITED,"98,560.00"
ALIBRAR MEDICAL CENTRE LIMITED,"120,960.00"
ALIBRAR MEDICAL CENTRE LIMITED,"187,051.45"
ALIBRAR MEDICAL CENTRE LIMITED,"312,473.39"
ALIBRAR MEDICAL CENTRE LIMITED,"454,720.00"
ALIBRAR MEDICAL CENTRE LIMITED,"1,077,440.00"
ALIF MEDICAL CENTRE,"26,376.08"
ALIF MEDICAL CENTRE,"45,325.17"
ALIFAX NURSING HOME LTD,"49,280.00"
ALIFAX NURSING HOME LTD,"70,931.51"
ALIFAX NURSING HOME LTD,"2,016,000.00"
ALIKUNE DISPENSARY,"1,885.84"
ALIMAOW HEALTH CENTRE,"50,160.00"
ALIMAOW HEALTH CENTRE,"350,880.00"
ALIMAOW HEALTH CENTRE,"420,800.00"
ALIMAOW HEALTH CENTRE,"472,720.00"
ALIMAOW NURSING HOME,"78,961.88"
ALINJUKUR MEDICAL CENTRE LTD,"43,332.78"
Al-Iqlas Medical Centre,"78,400.00"
Al-Iqlas Medical Centre,"113,728.03"
Al-Iqlas Medical Centre,"146,962.58"
Al-Iqlas Medical Centre,"248,640.00"
Al-Iqlas Medical Centre,"353,920.00"
Al-Iqlas Medical Centre,"365,120.00"
AL-JAMIL NURSING HOME LIMITED,"2,528.98"
AL-JAMIL NURSING HOME LIMITED,"6,081.11"
AL-JAMIL NURSING HOME LIMITED,"423,360.00"
AL-JAMIL NURSING HOME LIMITED,"533,120.00"
AL-JAMIL NURSING HOME LIMITED,"1,104,320.00"
AL-JAMIL NURSING HOME LIMITED,"1,388,800.00"
Al-Kawthar Medical Centre,"86,004.02"
Al-Kawthar Medical Centre,"157,978.77"
Al-Kawthar Medical Centre,"315,840.00"
Al-Kawthar Medical Centre,"504,000.00"
Al-Kawthar Medical Centre,"893,760.00"
Al-Kawthar Medical Centre,"1,300,320.00"
ALKAWTHAR WELLNESS CENTRE ANNEX LIMITED,"330,890.49"
ALKAWTHAR WELLNESS CENTRE ANNEX LIMITED,"98,814.72"
ALKAWTHAR WELLNESS CENTRE ANNEX LIMITED,"386,400.00"
ALKAWTHAR WELLNESS CENTRE ANNEX LIMITED,"571,200.00"
ALKAWTHAR WELLNESS CENTRE ANNEX LIMITED,"1,273,440.00"
ALKAWTHAR WELLNESS CENTRE ANNEX LIMITED,"1,507,520.00"
Alliance Medical Centre,"53,250.00"
Alliance Medical Centre,"159,750.00"
Alliance Medical Centre,"227,500.00"
Alliance Medical Centre,"255,600.00"
ALLIANCE MEDICAL CENTRE LTD GARISSA,"127,800.00"
ALLIANCE MEDICAL CENTRE LTD GARISSA,"1,280,170.00"
Alliance Medical Centre Mombasa,"63,900.00"
Alliance Medical Centre Mombasa,"138,450.00"
Alliance Medical Centre Mombasa,"159,750.00"
Alliance Medical Centre Mombasa,"426,000.00"
Alluc Medical Centre,"69,440.00"
Alluc Medical Centre,"79,440.00"
Alluc Medical Centre,"208,020.69"
Alluc Medical Centre,"255,360.00"
Alluc Medical Centre,"276,155.60"
Alluc Medical Centre,"334,800.00"
ALMAARAJ MEDICAL CENTRE,"10,847.89"
ALMAARAJ MEDICAL CENTRE,"23,563.75"
ALMAARAJ MEDICAL CENTRE,"100,800.00"
ALMAARAJ MEDICAL CENTRE,"112,000.00"
ALMAARAJ MEDICAL CENTRE,"515,200.00"
ALMAARAJ MEDICAL CENTRE,"577,920.00"
Al-Maqdis Medical Centre,"2,797.67"
Al-Maqdis Medical Centre,"198,240.00"
Al-Maqdis Medical Centre,"473,280.00"
Al-Maqdis Medical Centre,"623,840.00"
Al-Maqdis Medical Centre,"649,040.00"
AL-MASRY NURSING HOME LIMITED,"14,642.77"
AL-MASRY NURSING HOME LIMITED,"40,320.00"
AL-MASRY NURSING HOME LIMITED,"797,440.00"
AL-MASRY NURSING HOME LIMITED,"960,960.00"
AL-MASRY NURSING HOME LIMITED,"1,075,200.00"
ALMISBAH MEDICAL CENTRE,"7,492.04"
ALMISBAH MEDICAL CENTRE,"16,842.98"
ALMISBAH MEDICAL CENTRE,"268,800.00"
ALMISBAH MEDICAL CENTRE,"745,920.00"
ALMISBAH MEDICAL CENTRE,"813,120.00"
ALMISBAH MEDICAL CENTRE,"1,656,480.00"
Almo Nursing Home Limited,"176,960.00"
