provider_name,amount
AKEDEJOE FAMILY THERAPY AND COTTAGE HOSPITAL L I M I T E,322560.0
Akedejoe Family Therapy and Cottage Medical Centre,56000.0
Akemo Nursing Home,1202320.0
AKEMO VALLEY MATERNITY AND NURSING HOME,4718960.0
AKM HEALTH CENTRE LTD,1258880.0
AKRAM MEDICAL CENTRE,1762880.0
AKRAM MEDICAL CENTRE LTD,936320.0
AL ABRAR NURSING HOME,363200.0
AL AHLI Nursing Home,2177280.0
AL AHLI NURSING HOME LIMITED,5526080.0
AL FARID HOSPITAL LIMITED,2056320.0
Al Farooq Hospital,589360.0
AL FOAUD HOSPITAL LTD,2215360.0
AL MAARAJ MEDICAL CENTRE,855680.0
AL MAIDAH NURSING HOME LIMITED,2273600.0
AL MANAR NURSING HOME LIMITED,1068480.0
Al Naim Medical Clinic and Lab Services,739200.0
AL NAS NURSING HOME,638400.0
AL NASRI NURSING HOME,436800.0
AL NASRI NURSING HOME LTD,795200.0
AL RAHMAN NURSING HOME LTD,2343040.0
AL SHIFAC NURSING HOME LIMITED,2092960.0
AL WAHAB MEDICARE,909440.0
AL-AIN MEDICAL CENTRE LIMITED,152320.0
ALALE HEALTH CENTRE,120000.0
ALAMAGAN MEDICAL CENTRE LIMITED,2373200.0
AL-AMANNAH HOSPITAL,3893120.0
ALATI NURSING HOME,678720.0
ALBADHAR NURSING HOME,914960.0
AL-BAITUL TIIBA HOSPITAL LIMITED,3233680.0
AL-BAQARAH NURSING HOME LIMITED,3512320.0
AL-BASRAH HOSPITAL LIMITED,771280.0
AL-BASRAH HOSPITAL LTD,3831200.0
Albilal Medical Clinic (Moyale),145600.0
AL-BILAL NURSING HOME,378560.0
AL-BUQARI NURSING HOME LIMITED,985600.0
AL-BUSHRA MEDICAL CENTRE,2671200.0
ALEN WALES LOLGORIAN MEDICAL CLINIC,48080.0
Alexandria Cancer Centre & Palliative care Hospital,566325.0
ALEXANDRIA CANCER CENTRE AND PALLIATIVE HOSP I T A L,1188373.0
AL-FALAH NURSING HOME LIMITED,2358720.0
ALFAROOQ HOSPITAL LTD,3027600.0
ALFATAH MEDICAL CLINIC,6720.0
ALFOMBIU MEDICAL CLINIC,1031440.0
AL-FOWZ NURSING HOME,2927680.0
AL-HARAMEIN NURSING HOME & LABORATORY SERVI C E L I,1049720.0
Al-Hayat Nursing Home & Maternity Services,974400.0
ALHAYAT NURSING HOME &amp; MATERNITY SERVICE S,994560.0
AL-HIKMA MEDICAL CENTRE,904960.0
AL-HUDA NURSING HOME,226240.0
AL-HUDA NURSING HOME LTD,2638720.0
ALIBEE NURSING HOME LIMITED,736960.0
ALIBRAR MEDICAL CENTRE LIMITED,1946560.0
ALIKUNE HEALTH CENTRE,10000.0
ALIMAOW HEALTH CENTRE,909200.0
AL-ISHRAQ NURSING HOME LIMITED,1846800.0
AL-JAMIL NURSING HOME LIMITED,5279680.0
Al-Kawthar Medical Centre,981120.0
ALKAWTHAR WELLNESS CENTRE ANNEX LIMITED,3448480.0
AL-KAWTHAR WELLNESS CENTRE LIMITED,2106720.0
ALLIANCE MEDICAL CENTRE,1084350.0
Alliance Medical Centre (Mombasa),394050.0
ALLIANCE MEDICAL CENTRE LTD GARISSA,1248900.0
ALLIANCE MEDICAL CENTRE MOMBASA,745500.0
ALLUC MEDICAL CENTRE,829680.0
ALMAARAJ MEDICAL CENTRE,591360.0
AL-MAQDIS MEDICAL CENTRE,2200400.0
AL-MASRY NURSING HOME LIMITED,3344320.0
ALMISBAH MEDICAL CENTRE,3447280.0
ALMO NURSING HOME LIMITED,2508800.0
ALMOND NURSING HOME,1924160.0
AL-MUHARAM NURSING HOME LTD,382720.0
AL-MUNTAHA HOSPITAL LIMITED,1133440.0
ALMUZAINI ISLAMIC HOSPITAL KENYA LIMITED,67200.0
Al-muzayny Hospital,241920.0
AL-NAJAH MEDICARE LIMITED,987840.0
AL-NAS NURSING HOME,1424640.0
ALPHA COMMUNITY NURSING HOME,190400.0
ALPHA HILL MEDICAL CENTER LIMITED,2060650.0
ALPHA MEDICAL CENTRE- KAEWA,275520.0
Alpha Medical Centre-Kaewa,133200.0
ALPHIL MATERNITY AND NURSING HOME,1913840.0
ALPHIL MEDICAL CENTRE LIMITED,50000.0
ALPHIL MEDICAL CENTRE LIMITED (Nakuru),50000.0
ALPHIL MEDICAL CENTRE LIMITED- KABURWO,309120.0
Alpo Medical Centre,255200.0
Al-Raheem Medical Centre,463680.0
ALRAHEEM MEDICAL CENTRE LIMITED,750400.0
Al-Rahman Nursing Home,797440.0
AL-RAYAN CHILD AND FAMILY CARE,1039360.0
AL-SHAKUUR NURSING HOME LIMITED,3953600.0
ALSHEFAUN HEALTH CLINIC LIMITED,676480.0
AL-SHIFAAT NURSING HOME,1960000.0
AL-SIHA NURSING HOME,2933040.0
ALUM BEACH DISPENSARY,20000.0
ALUNGU DISPENSARY,109760.0
ALUNGU HEALTH CENTRE,167680.0
Aluor Mission Health Centre,146640.0
ALUPE SUB-COUNTY HOSPITAL,735440.0
AL-WADUD NURSING HOME LIMITED,1478400.0
AL-zahrawi nursing home,448000.0
AL-ZAHRAWI NURSING HOME,846720.0
Ama (Africa Muslim Agency) Clinic,593600.0
AMANE COTTAGE HOSPITAL,601360.0
AMANSAN HOSPITAL LIMITED,1946560.0
AMATIERO HEALTH CENTRE,40000.0
AMBIRA SUB-COUNTY HOSPITAL,499840.0
AMI RUHAMA CHURCH WARABA MEDICAL CENTRE,500240.0
AMINA COMMUNITY HOSPITAL CENTRE LIMITED,58240.0
Ammusait General Hospital,190000.0
AMOYO DISPENSARY,10000.0
AMOYO HEALTHCARE MEDICAL CLINIC,642880.0
AMUKURA HEALTH CENTRE,220480.0
AMURT HEALTH CARE CENTRE MALINDI- MUYEYE CLIN I C,40000.0
AN NAJAH MEDICAL CARE LIMITED,685440.0
Andersen Medical Centre,95840.0
ANDIWO DISPENSARY,40000.0
Andiwo Health Center,40000.0
Anfac Nursing Home,822080.0
ANFAL MEDICAL CENTER LIMITED,22400.0
ANG\\'IYA DISPENSARY,10000.0
ANGATA BARRIKOI HEALTH CENTRE,30000.0
Angata Health Centre,60000.0
ANG'IYA DISPENSARY,40000.0
ANGOLA HEALTH CENTRE,40000.0
ANGURAI HEALTH CENTRE,153760.0
Anisaa Medical Care,1389840.0
ANKA HOSPITAL - ISIOLO,322560.0
Anka Hospital Isiolo,292320.0
ANKA HOSPITAL LIMITED,891520.0
Ankara Nursing Home,1389920.0
Annex Hospital (Nakuru),1030640.0
ANNEX LOC MEDICARE,198000.0
Annex loc.Medical clinic,164400.0
ANOLE DISPENSARY,255200.0
ANOLE HEALTHCENTRE,119760.0
Ansar Medical Clinic,211680.0
ANSARI MEDICAL CLINIC &amp; LABORATORY,556558.0
Antaliya Hospital,257200.0
ANTALIYA HOSPITAL LIMITED,596320.0
APEX HEAL EYE CENTRE LIMITED,226240.0
APIDA MEDICAL CENTRE,2065280.0
Appex Hosp,63760.0
APPEX HOSPITAL,98560.0
APU DISPENSARY,20000.0
Apu Health Centre,20000.0
Arabia Health Centre,84000.0
ARABIA NURSING HOME,1792000.0
ARABIA SUB COUNTY HOSPITAL,218000.0
ARAWA HOSPITAL,60000.0
ARAWA HOSPITAL LIMITED,106000.0
ARBAQEYRANSO DISPENSARY,30000.0
ARC Waraba Medica Centre,492320.0
ARCHERS POST HEALTH CENTRE,25680.0
ARCHERS POST SUB-COUNTY HOSPITAL,100400.0
Archprime Medical Clinic,1115520.0
ARCHPRIME MEDICAL CLINIC OYUGIS,1657600.0
Ardagarbicha Dispensary,110000.0
ARDAHAGARSU DISPENSARY,40000.0
Aresa Dispensary,290000.0
ARESA Medicare,1559040.0
ARISE HOSPITAL,30160.0
Arizona Medical Center Limited,398720.0
AROHA CANCER CENTRE LTD,1239200.0
ARROR HEALTH CENTRE,585520.0
ARROWS CARE MEDICAL CENTER,1373120.0
Arrows Care Medical Centre,974400.0
ARTIC HOSPITAL LIMITED,8960.0
ASAD MEDICAL CENTRE,184640.0
ASAL DHALAT NURSING HOME LIMITED,1178240.0
ASAYI DISPENSARY,80000.0
Ashabito Health Centre,152000.0
ASHABITO MEDICAL CENTRE,3233360.0
Ashburn Ohuru Nursing Home,210400.0
ASPRO MEDECOL SOLUTION LIMITED,387520.0
Aspro Medecol Solutions,371840.0
ASSA DISPENSARY,60000.0
ASSISI NURSING HOME,57040.0
ASSUMPTION OF MARY ITHANGA CATHOLIC HOSPITA L,1425840.0
Aster Health Care Limited,759900.0
ASTER HEALTHCARE LIMITED,13319960.0
Aster Point Hospital,410500.0
ASTER POINT HOSPITAL LTD,1426400.0
ASUMBI ANNEX DISPENSARY,60480.0
ASUMBI GIRLS MEDICAL CLINIC,750400.0
Asumbi Mission Hospital,225120.0
Athi Mission Clinic,10000.0
ATHI RIVER MEDICAL SERVICES,690240.0
ATIMIROS MEMORIAL,60480.0
ATIMIROS MEMORIAL HOSPITAL,40320.0
AVENUE HOSPITAL,13356531.0
Avenue Hospital Kisumu,1757380.0
AVENUE HOSPITAL- KISUMU,1827230.0
AVENUE HOSPITAL THIKA,10482620.0
AWACH HEALTH CENTRE,10000.0
AWALOW NURSING HOME LIMITED,1384240.0
AWASI CATHOLIC MISSION HEALTH CENTRE,450399.0
Awasi Mission Health Center,6720.0
AWENDO SUB-COUNTY HOSPITAL,495840.0
AYMAN MEDICARE AND NURSING HOME LIMITED,1230320.0
AYNUN NURSING HOME LIMITED,1901760.0
AZIM NURSING HOME LIMITED,125440.0
Azmi Medical Centre And Nursing Home Limited,846720.0
AZNA NURSING HOME LIMITED,963200.0
B & L Healthcare(Naivasha),1731890.0
BAARI HEALTH CENTRE,40000.0
BABADOGO HEALTH CENTRE,170000.0
BACASAVI COUNSELLING AND WELLNESS SERVICES,137800.0
Bachile Dispensary,120000.0
BAHATI DISTRICT HOSPITAL,226720.0
BAHATI HOSPITAL,70000.0
BAHATI HOSPITAL JOSKA BRANCH,483940.0
BAHATI SUB-COUNTY HOSPITAL,505680.0
BALA HEALTH CENTRE,77200.0
BALANCE LIFE HOSPITAL LIMITED,2688000.0
BALANGA MEDICAL CENTER LIMITED,2968000.0
Balatula Amin Dispensary,10000.0
BALDO IPPOLITA CATHOLIC HEALTH CENTRE,89440.0
Balozi Hospital LTD,366320.0
Bama Hospital,178000.0
BAMA HOSPITAL LLP,591920.0
Bamba Maternity Nursing Home,127680.0
BAMBA SUB-COUNTY HOSPITAL,550000.0
BAMBA SUB-DISTRICT HOSPITAL,81000.0
BAMBO DISPENSARY,50000.0
BAMBO DISPENSARY (WARANQARA),60000.0
Bandari Dispensary,30000.0
Bande Dispensary,10000.0
BANGAL NURSING HOME LIMITED,1391040.0
BANGALE DISPENSARY,270000.0
BANIS NURSING HOME,672000.0
BANISA NURSING HOME LTD,492800.0
BANISA SUB COUNTY HOSPITAL,1743560.0
Baolala Dispensary,152240.0
BAOLALA MODEL HEALTH CENTRE,80000.0
BAQHDAD MEDICARE LIMITED,658560.0
BAR ALURU DISPENSARY (RARIEDA),30000.0
Bar Korwa Health Centre,246400.0
Bar Ndege Dispensary,10000.0
Baraka Hospital,422880.0
Baraka Maternity Home,246720.0
BAR-ALURU DISPENSARY,10000.0
Barani Dispensary,20000.0
Bareen Hospital,407680.0
BAREEN HOSPITAL LIMITED,775040.0
Baricho Catholic Health Centre,168000.0
BARICHO DISPENSARY,70000.0
BARICHO SUB-COUNTY HOSPITAL,40000.0
BARIKA MEDICAL CENTRE LIMITED,179200.0
BARIKA MEDICAL CENTRE LTD,242800.0
BARINGO COUNTY REFERRAL HOSPITAL,6736216.0
BARIO MEDICAL CENTER LIMITED,1202880.0
BARMILE NURSING HOME LIMITED,674080.0
Barsaloi Catholic Dispensary,10000.0
BARTABWA HEALTH CENTRE,42240.0
BARTS MEDICAL LIMITED,1265600.0
BARWAKO MEDICAL CENTRE,674240.0
BARWAQ DISPENSARY,40000.0
BARWAQO DISPENSARY,70000.0
BARWESSA HEALTH CENTRE,10000.0
BASHEY NURSING HOME LIMITED,642880.0
BASIR DISPENSARY,10000.0
Basir Nursing home,696640.0
BASIR NURSING HOME LIMITED,463680.0
BATALU DISPENSARY,40000.0
BATU MEDICAL CENTRE LIMITED,848800.0
Bay Leaf Health Center,281800.0
Bay Pharm OPD & Optic Clinic,331520.0
BAYAAN NURSING HOME,1969110.0
BAYPHARM MEDICAL CENTRE,564480.0
BEACON OF HOPE,30000.0
Beehive Medical Services,95000.0
BEGGS NURSING HOME LIMITED-MATUNDA,1160160.0
BEHZAD NURSING HOME LIMITED,1149120.0
Bekam Medical Centre,189200.0
BEKAM MEDICAL NURSING CENTER,296720.0
BELEVIEW SOUTH HOSPITAL LIMITED,885920.0
BELGOROD MEDICARE LIMITED,913920.0
Benane Nursing Home Limited,445760.0
Benards Vision Medical Centre,397520.0
Benglad Family Care Clinic,341200.0
Benmac Clinic,125800.0
BENMAC HEALTH CLINIC,56880.0
BENWING KAHATIA NURSING HOME,118720.0
Beramo Dispensary,10000.0
BERIL\\'S GWP MEDICAL CENTER,358400.0
Beril's GWP Medical centre,370640.0
BERISAMAAT MEDICAL CENTRE,2710400.0
BERMEIL NURSING HOME LIMITED,461280.0
BESHARA STREET NURSING HOME,964880.0
BESTCARE HOSPITAL LIMITED,423200.0
Bestcare Hospital Ltd,381280.0
Beta Care Hospital,103680.0
BETA CARE HOSPITAL LTD,30080.0
Beth Medical Services,284480.0
Bethany hill crest hospital,745600.0
Bethany Hillcrest Clinic Olchorro,353920.0
BETHANY HILLCREST HOSPITAL,163520.0
BETHANY HILLCREST HOSPITAL LIMITED,907040.0
BETHANY HILLCREST HOSPITAL- OLCHORRO,17920.0
BETHESDA HEALTH CARE SERVICES COMPANY LIMITE D,973920.0
Bethesda Nursing Home (Karagita),162160.0
BETHESDA NURSING HOME KARAGITA,60320.0
BETHLEHEM HOME HOSPITAL,193680.0
Better Living Hospital,20160.0
BEYOND SCOPE HOSPITAL,3140640.0
BFN HOSPITAL LIMITED,10019520.0
BIBLE FAITH CHURCH MEDICAL SERVICES,843760.0
BIFLE MEDICAL CENTRE LIMITED,591360.0
BIKEKE HEALTH CENTRE,135840.0
BILABIL MEDICAL CLINIC,710080.0
Bilabil medical clinic limited,246400.0
BILKHEIR NURSING HOME LIMITED,2626000.0
Bin Insan Nursing Home,392000.0
BIN INSAN NURSING HOME LIMITED,347200.0
BIN-BARAKAT MEDICAL CENTRE LIMITED,201600.0
BINGWA AFYA CLINIC LTD,362880.0
Bingwa Afya Clinic(Naivasha),145600.0
BIRETWA MODEL HEALTH CENTRE,10000.0
BIRETWO HEALTH CENTRE,4480.0
Birkan Dispensary,140000.0
BIRKAN NURSING HOME LIMITED,1417920.0
BIRMAD HEALTHCARE SERVICES LTD,1471680.0
BIRMILE HEALTH CARE LIMITED,754880.0
Bisharo Nursing Home (Hola),58240.0
BISHARO NURSING HOME LIMITED,94080.0
BISHOP U. J. KIOKO CATHOLIC HOSPITAL,5395480.0
Bisunu Dispensary,50000.0
BIZET MEDICAL CENTRE,1475920.0
BLESSED COMMUNITY MEDICAL CLINIC,590000.0
BLESSED MARIA HELENA DISPENSARY,13440.0
BLESSED TALBOT MEDICAL CENTRE LTD,3195360.0
BLESSED TO BLESS HEALTHCARE LIMITED,112000.0
Blessed to Bless Hospital,468560.0
BLISSFAM HOSPITAL,30000.0
BLOOM DHAHABU LIMITED,6777097.0
BLOOM HEALTHCARE MACHAKOS,3849900.0
BLOOM HOSPITAL NAKURU LIMITED,151320.0
Bloom Hospital Nakuru LTD,151890.0
BLOOM SURGICAL CENTRE LIMITED -KISUMU,50400.0
Blue Light Nursing Home,1306840.0
Blue Nile Medical Clinic,89600.0
BLUE NILE MKOROSHONI MEDICAL CENTRE LTD,76160.0
BLUE RIDGE MEDICAL LTD,95850.0
BLUE RIDGE MEDICAL - THIKA,117150.0
BLUE RIDGE MEDICAL LTD -KISUMU,765000.0
Blue Ridge Medical-Thika,287550.0
BLUE TURTLE MEDICAL CLINIC,85120.0
Blue valley springs hospital,288800.0
BLUE VALLEY SPRINGS HOSPITAL LIMITED,421520.0
Blue Whale Medical Limited,1828400.0
BLUE WHALE MEDICAL LTD,3693680.0
BLUELIGHT HOSPITAL AND DIAGNOSTIC CENTRE LIM I T E D,1544618.0
Blueturtle,100640.0
BNM,477120.0
BOA DISPENSARY,20000.0
BODE CITY NURSING HOME LIMITED,822080.0
BODI HEALTH CENTRE,70000.0
BOENSUMMIT MEDICAL CENTER,20000.0
Boensummit medical clinic,70000.0
Bogota Bag Imaging and Nursing Home,60480.0
BOGOTA-BAG IMAGING AND NURSING HOME,13832880.0
BOGSO NURSING HOME RHAMU LIMITED,589120.0
BOJIGARSE DISPENSARY,10000.0
Bokole CDF Dispensary,140000.0
BOKOLE CDF HEALTH CENTER,50000.0
BOKOLI SUB COUNTY HOSPITAL,100640.0
Bokoli Sub-County Hospital,344800.0
BOMANI HOSPITAL LIMITED,839920.0
BOMANI MALDE DISPENSARY,40000.0
BOMBOLULU DIAGNOSTIC MEDICAL CENTRE,59120.0
Bombululu Medical Clinic,17920.0
BOMET HEALTH CENTRE,10000.0
BOMET\\'S HEALTH CARE,10000.0
Bomu Medical Hospital (Changamwe),653840.0
Bondeni Dispensary (Trans Nzoia West),30000.0
BONDENI HEALTH CENTRE,50000.0
Bondeni Sub County Hospital,130000.0
BONDENI SUB-COUNTY HOSPITAL,90000.0
BONDO MEDICAL CENTRE,22400.0
Bondo Medical Clinic,33600.0
BONDO SUB COUNTY HOSPITAL,448640.0
BONDO SUB-COUNTY REFERRAL HOSPITAL,1398080.0
Bonyunyu prime Health Care Maternity and Nursing Ho m e,2820160.0
BORANGI HEALTH CENTRE,50000.0
BORDERLINE HEALTHCARE LIMITED,1460480.0
BORDERPOINT MEDICAL CENTER LIMITED,1479280.0
Bore Hole 11 Health Centre,283200.0
BOREHOLE ELEVEN NURSING HOME LIMITED,580160.0
BORO DISPENSARY,10000.0
Bosiango Health Centre,53600.0
BOSONGO MEDICAL CENTRE,17738999.0
BRAIN SPINE AND REHABILITATION,649600.0
BRAWN'S CURATIVE CENTRE,156800.0
Breetons Medical Centre,358400.0
BREETONS MEDICAL CENTRE LIMITED,105280.0
Brian Jake Memorial Hospital,1283360.0
BRIAN JAKE MEMORIAL HOSPITAL LIMITED,483840.0
Brighton Medical Centre,1229760.0
BRIGHTWAY NURSING HOME LIMITED,616000.0
BRILLIANCE CARE MEDICAL HOSPITAL,85120.0
BRIMAXA HOSPITAL LIMITED,3449000.0
BRISTOL PARK NURSING HOME -UTAWALA,127680.0
Bristol Park Hospital,77280.0
Bristol Park Hospital Fedha,701330.0
BRISTOL PARK HOSPITAL MACHAKOS,1034470.0
Bristol Park Hospital Utawala,13440.0
Bristol Park Hospital(Machakos),1016456.0
BRISTOL PARK HOSPITAL-KITENGELA,33520.0
BRIVIN MEDCARE LTD,1467200.0
BROADWAY HOSPITAL LIMITED,244160.0
Brook of Cherith Medical and Nutrition Centre,56880.0
BROOKS OF CHERITH MEDICAL AND NUTRITION CENT R E L I M,30240.0
BROTHER ANDRE HOSPITAL LTD,227040.0
Brother Andre Medial Centre,80160.0
Browns Memorial Medical Centre,355600.0
BUCHANGU DISPENSARY,80000.0
BUDALANGI DISPENSARY,60000.0
Bugamangi Dispensary,10000.0
Bugina Health Centre,30000.0
BUJUKHALIFA HEALTH CARE LIMITED,1453760.0
BUJUKHALIFA HEALTHCARE LIMITED,898240.0
BUKAAN DEEQ NURSING HOME LIMITED,671440.0
BUKAYA HEALTH CENTRE,92400.0
Bukaya Medical Centre,273120.0
Bukembe Dispensary,40000.0
BUKEMBE HEALTH CENTRE,10000.0
BUKOKHOLO DISPENSARY,20000.0
BUKURA RURAL HEALTH DEMONSTRATION CENTRE,38960.0
BULA AFYA NURSING HOME LIMITED,1070720.0
BULA ELMI DISPENSARY,130000.0
BULAMU MEDICAL CLINIC,64960.0
BULLA AFIA MEDICAL CENTRE LIMITED,490560.0
BULLA DADACHA MEDICAL CLINICS LIMITED,1593520.0
Bulla Dana Nursing Home,1769600.0
BULLA ELMI DISPENSARY,20000.0
BULLA HAGAR DISPENSARY,10000.0
BULLA KUBI MEDICAL CENTRE LIMITED,1569040.0
BULLA MPYA NURSING HOME,6443360.0
BULLA POWER MEDICAL CENTRE LIMITED,2031680.0
BULLA TAWAKAL HOSPITAL LIMITED,387520.0
BULLE MEDICAL CENTRE,1491840.0
BULONDO HEALTH CENTRE,250000.0
BULSHAWI NURSING HOME LIMITED,1135680.0
Bulsho Healthcare Limited,1487360.0
BULWANI PRIVATE HOSPITAL,6720.0
BULWANI PRIVATE HOSPITAL LIMITED,21200.0
BUMALA B HEALTH CENTRE,20000.0
BUMULA SUB COUNTY HOSPITAL,237040.0
BUMULA SUB-COUNTY HOSPITAL,250800.0
BUNA NURSING HOME,1247680.0
BUNA SUB-COUNTY HOSPITAL,208160.0
BUNDE DISPENSARY,10000.0
Bungasi Health Centre,2500.0
BUNGOMA CHILDREN\\'S CLINIC LIMITED,40320.0
BUNGOMA CHILDRENS CLINIC,50400.0
BUNGOMA COUNTY REFERRAL HOSPITAL,31574110.0
BUNGOMA WEMA CENTRE,84000.0
BUNGOMA WEST HOSPITAL,2160280.0
BUNGOMA WEST MEDICAL SERVICES,2571340.0
BUNYORE MEDICAL CENTRE LIMITED,492640.0
BURA SPRINGS FAMILY MEDICAL CENTRE LIMITED,44800.0
BURA SUB-COUNTY HOSPITAL,170000.0
Bura Sub-County Hospital (Garissa),56880.0
Bura Tana nursing home,651840.0
BURA TANA NURSING HOME ANNEX,67200.0
BURA TANA NURSING HOME LIMITED,322560.0
Burburis medical centre,353920.0
Burder Nursing Home,1041600.0
BURDER NURSING HOME LIMITED,1164800.0
BURGUBUD NURSING HOME LTD,1563520.0
Burmayo Dispensary,320000.0
BURMAYO HEALTH CENTRE,257600.0
BURMAYOW DISPENSARY,326880.0
Burnt Forest Sub County Hospital,154370.0
BURNT FOREST SUB-COUNTY HOSPITAL,949770.0
BURUJ MEDICAL CLINIC LIMITED,676480.0
BUSBUS MEDICAL CENTRE LTD,1478400.0
Bushira Medical centre,93600.0
Bushiri Health Centre,180000.0
BUSHIRI RURAL HEALTH CENTRE,80000.0
BUSHRAA MEDICAL CENTRE,135520.0
BUSIA BASE BOARDER FAITH MEDICAL CENTRE,22400.0
BUSIA COUNTY REFERRAL HOSPITAL,6558968.0
BUSIA DISTRICT HOSPITAL,745090.0
Busle Nursing Home,893360.0
BUSLE NURSING HOME LTD,525800.0
BUTE NURSING HOME,342520.0
Bute Sub county Hospital,694800.0
BUTERE COUNTY HOSPITAL,638230.0
Butere Sub County Hospital,364240.0
BUTULA MISSION HEALTH CENTRE,38960.0
BUTULA MISSION HOSPITAL (BUSIA),6720.0
BUYA MEDICAL CENTRE LIMITED,1351440.0
Buyangu Health Centre,41200.0
BWAGA MOYO DISPENSARY,20000.0
BWAGAMOYO DISPENSARY,50000.0
BWANA NI MWEMA MEDICAL CENTRE,1465570.0
CAAFI MEDICAL CENTER LIMITED,900480.0
CAAWIYE NURSING HOME LIMITED,2264640.0
Calvary Hill Hospital,201440.0
Calvary Hope Medical Centre,817600.0
Camel Hospital,892800.0
CAMPEL MEDICAL CENTRE,136640.0
CANA FAMILY CLINIC AND RESOURCE CENTRE,197920.0
Cana Family Life Clinic,404800.0
CANA HOSPITAL,667620.0
