provider_name,amount
AMURT HEALTH CARE CENTRE MALINDI MUYEYE CLI N,130000.0
ANDERSEN MEDICAL CENTRE,170000.0
ANDIWO DISPENSARY,290000.0
ANGAGA DISPENSARY,10000.0
ANGATA BARRIKOI HEALTH CENTRE,630000.0
ANGOGO DISPENSARY,10000.0
ANGOLA HEALTH CENTRE,120000.0
ANGURAI HEALTH CENTRE,210000.0
ANISAA MEDICAL CARE,10000.0
ANKA HOSPITAL LIMITED,30000.0
ANNET DISPENSARY,30000.0
ANNEX LOC MEDICARE,250000.0
ANOLE HEALTHCENTRE,100000.0
ANTALIYA HOSPITAL LIMITED,450000.0
ANYUONGI DISPENSARY,70000.0
APODA MEDICAL CLINIC,20000.0
APOSTA HEALTH CENTRE,50000.0
APPEX HOSPITAL,30000.0
ARAWA HOSPITAL LIMITED,60000.0
ARCHER'S POST CATHOLIC HEALTH CENTRE,174350.0
Ardagarbicha Dispensary,300000.0
ARDAHAGARSU DISPENSARY,339500.0
ARESA DISPENSARY,250000.0
ARISE HOSPITAL,10000.0
ARITO LANGI DISPENSARY,10000.0
AROMBE DISPENSARY,170000.0
ARROR HEALTH CENTRE,60000.0
ASAD MEDICAL CENTRE,30000.0
ASAYI DISPENSARY,240000.0
ASHABITO MEDICAL CENTRE,30000.0
ASHBURN COMMUNITY NURSING HOME,210000.0
ASSUMPTION OF MARY ITHANGA CATHOLIC HOSPITA L,590000.0
ATHI KAMUNYUNI HEALTH CENTRE,30000.0
ATHI RIVER MEDICAL SERVICES,660000.0
ATHIBOHOL HEALTH CENTER,60000.0
AUSMUDULE DISPENSARY,100000.0
AVENUE HEALTHCARE GREENSPAN MEDICAL CENTR E,63900.0
AVENUE HOSPITAL,442670.0
AVENUE HOSPITAL- KISUMU,713550.0
AVENUE HOSPITAL THIKA,3176203.0
AWALOW NURSING HOME LIMITED,40000.0
BAARI HEALTH CENTRE,170000.0
BABADOGO HEALTH CENTRE,1300000.0
BACHILE DISPENSARY,410000.0
BAHATI DISPENSARY-NAKURU,90000.0
BAHATI HOSPITAL,700000.0
BAHATI HOSPITAL JOSKA BRANCH,672000.0
BAHATI SUB-COUNTY HOSPITAL,2650000.0
BALAMBALA SUB-COUNTY HOSPITAL,70000.0
BALATUL-AMIN DISPENSARY,80000.0
BALDO IPPOLITA CATHOLIC HEALTH CENTRE,100000.0
BALE DISPENSARY,10000.0
BAMA HOSPITAL LLP,120000.0
BAMBOO HEALTH CENTRE,80000.0
BANANEY NURSING HOME LIMITED,10000.0
BANDE DISPENSARY,10000.0
BANISA SUB COUNTY HOSPITAL,60000.0
BAOLALA MODEL HEALTH CENTRE,420000.0
BAR ACHUTH DISPENSARY,40000.0
BAR AGULU DISPENSARY,40000.0
BAR NDEGE DISPENSARY,330000.0
BAR OLENGO DISPENSARY,140000.0
BARAGU HEALTH CENTRE,20000.0
Baraka Maternity Home,290000.0
BARANI DISPENSARY,350000.0
BARICHO CATHOLIC HEALTH CENTRE,10000.0
BARICHO DISPENSARY,180000.0
BARICHO SUB-COUNTY HOSPITAL,140000.0
BARIKA MEDICAL CENTRE LIMITED,90000.0
BARINGO COUNTY REFERRAL HOSPITAL,153250.0
BARMIL DISPENSARY,10000.0
BARMILE NURSING HOME LIMITED,30000.0
BARSOMBE DISPENSARY,10000.0
BARUT DISPENSARY,100000.0
BARWAQ DISPENSARY,180000.0
BATALU DISPENSARY,120000.0
BATU MEDICAL CENTRE LIMITED,10000.0
BAYAAN NURSING HOME,287550.0
BEACON OF HOPE CLINIC,70000.0
BEEHIVE MEDICAL SERVICES,60000.0
BEGGS NURSING HOME LIMITED-MATUNDA,20000.0
BEKAM MEDICAL NURSING CENTER,40000.0
BELLEVUE HEALTH CENTRE,210000.0
BENGLAD FAMILY CARE CLINIC,10000.0
BENMAC HEALTH CLINIC,780000.0
BERIL\\'S GWP MEDICAL CENTER,10000.0
BERISAMAAT MEDICAL CENTRE,10000.0
BERJANAY DISPENSARY,20000.0
BERMEIL NURSING HOME LIMITED,10000.0
BESHARA STREET NURSING HOME,210000.0
BESTCARE HOSPITAL LIMITED,90000.0
BETHANIA MEDICAL CENTRE,40000.0
BETHANY HILLCREST HOSPITAL LIMITED - OLOKURT O,30000.0
BETHANY HILLCREST HOSPITAL LTD - KIAMUNYI,70000.0
BETHANY HILLCREST HOSPITAL-OLPUSIMORU,40000.0
BETHESDA HEALTH CARE SERVICES COMPANY LIMIT E D,1090000.0
BETHESDA NURSING HOME KARAGITA,70000.0
BETHLEHEM HOME HOSPITAL,30000.0
BETTER LIVING HOSPITAL,30000.0
BIBLE FAITH CHURCH MEDICAL SERVICES,910000.0
BIKEKE HEALTH CENTRE,450000.0
BILKHEIR NURSING HOME LIMITED,10000.0
BIRETWA MODEL HEALTH CENTRE,220000.0
BIRKAN DISPENSARY,240000.0
BISHOP U. J. KIOKO CATHOLIC HOSPITAL,2106000.0
BISSIL HEALTH CENTRE,840000.0
BISUNU DISPENSARY,230000.0
BIZET MEDICAL CENTRE,90000.0
BLESSED COMMUNITY MEDICAL CLINIC,10000.0
BLESSED TO BLESS HEALTHCARE LIMITED,370000.0
BLOOM HEALTHCARE MACHAKOS,702900.0
BLOOM HOSPITAL NAKURU LIMITED,73900.0
BLUE NILE MKOROSHONI MEDICAL CENTRE LTD,20000.0
BLUE RIDGE MEDICAL LTD,670950.0
BLUE RIDGE MEDICAL - THIKA,457950.0
BLUE TURTLE MEDICAL CLINIC,90000.0
BODAKI MEDICARE LIMITED,30000.0
BODI HEALTH CENTRE,240000.0
BOENSUMMIT MEDICAL CENTER,300000.0
BOJIGARAS DISPENSARY,280000.0
BOJIGARSE DISPENSARY,150000.0
BOKIMAI DISPENSARY,170000.0
BOKOLE CDF HEALTH CENTER,390000.0
BOLOWLE DISPENSARY,30000.0
BOMBOLULU DIAGNOSTIC MEDICAL CENTRE,360000.0
BOMET\\'S HEALTH CARE,380000.0
BONDE DISPENSARY,30000.0
BONDENI HEALTH CENTRE,260000.0
BONDENI SUB-COUNTY HOSPITAL,590000.0
BONDO MEDICAL CENTRE,40000.0
BONDO SUB-COUNTY REFERRAL HOSPITAL,2686720.0
BORA IMANI DISPENSARY,10000.0
BORANGI HEALTH CENTRE,140000.0
BORDERPOINT MEDICAL CENTER LIMITED,490000.0
BOREHOLE FIVE HEALTH CENTRE,120000.0
BORO DISPENSARY,100000.0
BOSONGO MEDICAL CENTRE,1659150.0
BRILLIANCE CARE MEDICAL HOSPITAL,10000.0
BRISTOL PARK HOSPITAL FEDHA,233000.0
BRISTOL PARK HOSPITAL MACHAKOS,116500.0
BRISTOL PARK HOSPITAL-KITENGELA,30000.0
BRIXTON MAKUNGA MEDICAL CLINIC,20000.0
BROOKS OF CHERITH MEDICAL AND NUTRITION CEN T R E L I,60000.0
BROTHER ANDRE HOSPITAL LTD,770000.0
BROWNS MEMORIAL MEDICAL CENTRE,990000.0
BUCHANGU DISPENSARY,340000.0
BUDALANGI DISPENSARY,310000.0
BUGINA HEALTH CENTRE,183000.0
BUGUMBE HEALTH CENTRE,60000.0
BUHURU PONYA MEDICAL CENTRE,320000.0
BUKAYA HEALTH CENTRE,120000.0
BUKEMBE HEALTH CENTRE,210000.0
BUKURA RURAL HEALTH DEMONSTRATION CENTRE,374480.0
BULLA ELMI DISPENSARY,120000.0
BULLA MPYA NURSING HOME,480000.0
BULONDO HEALTH CENTRE,550000.0
BULWANI PRIVATE HOSPITAL LIMITED,20000.0
BUMALA A HEALTH CENTRE,90000.0
BUMALA B HEALTH CENTRE,340000.0
BUNGASI HEALTH CENTRE,40000.0
BUNGOMA COUNTY REFERRAL HOSPITAL,2143000.0
BUNGOMA WEST HOSPITAL,1336900.0
BUNYORE MEDICAL CENTRE LIMITED,30000.0
BURA SUB-COUNTY HOSPITAL,60000.0
BURA TANA NURSING HOME LIMITED,20000.0
BURHAN NURSING HOME,110000.0
BURMAYO DISPENSARY,220000.0
BURMAYO HEALTH CENTRE,100000.0
BURNT FOREST SUB-COUNTY HOSPITAL,60000.0
BUSHIRI RURAL HEALTH CENTRE,1520000.0
BUSHRAA MEDICAL CENTRE,200000.0
BUTERE COUNTY HOSPITAL,910000.0
BUTIELI DISPENSARY,110000.0
BUTINGO DISPENSARY,20000.0
BUTULA MISSION HEALTH CENTRE,90000.0
BUYA MEDICAL CENTRE LIMITED,10000.0
BUYANGU DISPENSARY,10000.0
BWAGA MOYO DISPENSARY,180000.0
CANA FAMILY CLINIC AND RESOURCE CENTRE,1960000.0
CANA HOSPITAL,73900.0
CANCER CARE INTERNATIONAL,14750137.53
CANNAN HOSPITAL &amp; WELLNESS CENTRE LIMIT E D,210000.0
CAPITAL MEMORIAL NURSING HOME,10000.0
CARDINAL NURSING HOME LIMITED,130000.0
CARDINAL OTUNGA HEALTH CENTRE,310000.0
CARE HOSPITAL LTD,137800.0
CAREGIVERS COMMUNITY HOSPITAL,10000.0
CAREMARK HOSPITAL,2847700.3
CARITAS COMMUNITY HOSPITAL,90000.0
CARITAS MARIANA MAG. WALTRAUD SCHULTZ MEMO R I A L,10000.0
CARMEL HOSPITAL,50000.0
CATHOLIC DISPENSARY NGAREMARA,70000.0
CEDAR HOSPITAL,875750.0
CENTRAL MEMORIAL HOSPITAL LTD,368450.0
CENTRES FOR COMMUNITY HEALTHCARE ACCESS,170000.0
CHACHABOLE DISPENSARY,90000.0
CHAKAMA DISPENSARY,190000.0
CHALANI DISPENSARY,40000.0
CHALIANA MEDICAL CENTRE,30000.0
CHANGARA GK HEALTH CENTRE,190000.0
CHARITY MEDICAL HOSPITAL,450400.0
CHASIMBA HEALTH CENTRE,850000.0
CHEBANGANG HEALTH CENTRE,160000.0
CHEBIEMIT SUB COUNTY HOSPITAL,96000.0
CHEBORGEI HEALTH CENTRE,570000.0
CHEBORORWA HEALTH CENTRE,470000.0
CHEBUKUTUMI HEALTH CENTRE,60000.0
CHEBUKWABI DISPENSARY,130000.0
Chebunyo Dispensary,500000.0
CHEGILET HEALTH CENTRE,160000.0
CHEGULO DISPENSARY,100000.0
CHEKALINI HEALTH CENTRE,390700.0
CHELYMO MEDICAL CENTRE,5060000.0
CHEMALAL DISPENSARY-BOMET,10000.0
CHEMAMIT DISPENSARY,40000.0
CHEMANER DISPENSARY-BOMET,350000.0
CHEMASE MEDICAL CENTRE,20000.0
CHEMBULET HEALTH CENTRE,130000.0
CHEMOGE DISPENSARY,150000.0
CHEMOLINGOT SUB-COUNTY HOSPITAL,50000.0
CHEMOSOT HEALTH CENTRE,320000.0
CHEMSES DISPENSARY,50000.0
CHEMWOROR HEALTH CENTRE,10000.0
CHEPKANGA HEALTH CENTRE,50000.0
CHEPKECHIR DISPENSARY,60000.0
CHEPKIGE HEALTH CENTRE,580000.0
CHEPKOMBE DISPENSARY,40000.0
CHEPKONGONG DISPENSARY,140000.0
CHEPKORIO HEALTH CENTRE,450000.0
CHEPKUBE HEALTH CENTRE,200000.0
CHEPKURKUR DISPENSARY,1380000.0
CHEPTAIS SUB-COUNTY HOSPITAL,110000.0
CHEPTALAL SUB-COUNTY HOSPITAL,1060000.0
CHEPTERWAI SUB-COUNTY HOSPITAL,89998.0
CHEPTUR HEALTH SERVICES,70000.0
CHEPYUK HEALTH CENTRE,20000.0
CHERAMEI DISPENSARY,200000.0
CHERANGAN DISPENSARY,20000.0
CHERANGANY SUB COUNTY HOSPITAL,210000.0
CHESINENDE DISPENSARY,40000.0
CHEST AND SKIN CLINIC,20000.0
CHEVOSO DISPENSARY,40000.0
CHIGA SUB COUNTY HOSPITAL,70000.0
CHIRON MEDICAL DIAGNOSTICS AND IMAGING HOSP I T A L L,83250.0
CHOK-CHOK DISPENSARY,50000.0
CHRISTAMARIANNE MISSION HOSPITAL (ASUMBI),2952350.0
CHRISTIAN MISSION INTERNATIONAL-SAMBOCHO HE A L T,30000.0
CHUKURA DISPENSARY,10000.0
CHULAIMBO SUB-COUNTY HOSPITAL,300000.0
Chumani Dispensary,50000.0
CHWELE FOUNTAIN HOSPITAL LTD,40000.0
CITY GATE DOCTORS PLAZA LTD,253650.0
CKS DIALYSIS CENTRE - BURUBURU,149100.0
CKS DIALYSIS CENTRE PANGANI,213000.0
CKS HOSPITAL LIMITED-KIMUKA,181050.0
CLEVERLAND COTTAGE HOSPITAL AND MATERNITY L T D,10000.0
COMFY HEALTHCARE LIMITED,10000.0
CONSOLATA HOSPITAL KYENI,954546.0
CONSOLATA COTTAGE HOSPITAL CHUKA,2166720.0
CONSOLATA HOSPITAL GITORO,100000.0
CONSOLATA HOSPITAL MATHARI,1620850.0
CONSOLATA HOSPITAL NANYUKI,1396000.0
CONSOLATA HOSPITAL NKUBU,4360000.0
COPTIC HOSPITAL - NGONG ROAD,830700.0
COTTOLENGO MISSION HOSPITAL,480000.0
COUNTY MEDICAL CENTRE EMBU LTD,914950.0
COWDRAY DISPENSARY,210000.0
CROWN SPECIALIST CENTRE,810000.0
CRYSTAL COTTAGE HOSPITAL & MEDICAL CLINIC LT D,100000.0
CYNERT HOSPITAL AND REHABILITATION CENTRE LT D,10000.0
D.T.C HEALTHCARE LIMITED,30000.0
DADAAB MEDICAL CENTRE LIMITED,30000.0
DADAJABULA HEALTH CENTRE,30000.0
DAGAMRA DISPENSARY,261000.0
DAGORETTI SUB-COUNTY HOSPITAL MUTUINI,526000.0
DALSAN MEDICAL CENTRE,140000.0
DANABA HEALTH CENTRE,230000.0
DANDELION MEDICAL CENTRE,1356000.0
DANDELION MEDICAL CENTRE-KILIMANJARO,250000.0
DANDORA II HEALTH CENTRE,30000.0
DANLINK HEALTH CARE,40000.0
DANMOSON OASIS MEDICAL AND DIAGNOSTIC CENT R E L I M,10000.0
Daraja Mungu Dispensary,60000.0
DARWED DISPENSARY,330000.0
DAVID KAYANDA DISPENSARY,60000.0
DAWDER DISPENSARY,40000.0
DEANESH HOSPITAL LTD,10000.0
DEDE HARMONY MEDICAL CENTRE AND MATERNITY H O,30000.0
DELIGHTS SUN HOSPITAL,10000.0
DENCARE MEDICAL CLINIC,90000.0
DERKALE HEALTH CENTRE,200000.0
DERTU HEALTH CENTRE,330000.0
DIANI BEACH HOSPITAL,626400.0
DIANI BEACH HOSPITAL - LIKONI,511200.0
DIANI HEALTH CENTRE,1750500.0
DIDA DISPENSARY,50000.0
DIENYA HEALTH CENTRE,240000.0
DIFATHAS HEALTH CENTRE,80000.0
DIVINE MERCY ALUOR HEALTH CENTRE,180000.0
DIVINE MERCY KITHATU HEALTH CENTRE,99997.0
DLISS FAMILY HOSPITAL,580000.0
DOL DOL SUB COUNTY HOSPITAL,20000.0
DOM COTTOLENGO HEALTH CENTRE - MUKOTHIMA,180000.0
DOMAL DISPENSARY,160000.0
DOPHIL NURSING &amp; MATERNITY HOME NOMIYA F A I T,220000.0
DORAN LIFE CARE CENTRE,62450.0
DR.KALEBI LABS (DKL) LTD,146200.0
DUDU HEALTH CENTRE,10000.0
DUNDORI HEALTH CENTRE,640000.0
DUNGICHA DISPENSARY,100000.0
DUREWEEY DISPENSARY,120000.0
DURO MODERN HOSPITAL LIMITED,80000.0
EAGLE HEALTH AND CLINIC SERVICES,4650000.0
EAGLE HEALTH AND CLINIC SERVICES RIRUTA BRAN,460000.0
EASTLEIGH HEALTH CENTRE,560000.0
EASTVALLEY NURSING HOME,30000.0
EBEREGE HEALTH CENTRE,480000.0
EBUKANGA DISPENSARY,20000.0
EBUSIRATSI HEALTH CENTRE,40000.0
EDELVALETRUST JAMAA HOME AND MISSION HOSPI T,361450.0
Edna Maternity,70000.0
EKALAKALA HEALTH CENTRE,470000.0
EKALAKALA NURSING HOME LIMITED,40000.0
EKERENYO SUB-COUNTY HOSPITAL,120000.0
EKICHELES DISPENSARY,110000.0
EKITALE DISPENSARY,160000.0
EKWANDA HEALTH CENTRE,50000.0
EL-ADO DISPENSARY,190000.0
ELBEN DISPENSARY,310000.0
ELBURGON SUB-COUNTY HOSPITAL,1280000.0
ELDAMA RAVINE NURSING HOME,350000.0
ELDAMA RAVINE SUB-COUNTY HOSPITAL,940000.0
ELDORET HOSPITAL,308850.0
ELDORET HOSPITAL-KERICHO BRANCH,298200.0
ELELE DISPENSARY,360000.0
ELGEYO MARAKWET COUNTY BEYOND ZERO MOBIL E C L I N,60000.0
ELGOLICHA HEALTH CENTRE-MANDERA,70000.0
ELIMAT GROUP NURSING HOME(BUKHAKUNGA) LIMIT E D,40000.0
EL-KALA DISPENSARY,320000.0
ELRAM DISPENSARY,340000.0
ELUANATA DISPENSARY,100000.0
ELWANGALE HEALTH CENTRE,200000.0
ELWESERO HEALTH CENTRE,250000.0
ELYUNIS DISPENSARY,40000.0
EMAIRA DISPENSARY,30000.0
EMALI SUB COUNTY HOSPITAL,326000.0
EMARTI HEALTH CENTRE,290000.0
EMBAKASI HEALTH CENTRE,460000.0
EMBONGA HEALTH CENTRE,30000.0
EMBU CHILDREN HOSPITAL,1405300.0
EMBU COUNTY REFERRAL HOSPITAL,4610739.0
EMINING HEALTH CENTRE,90000.0
EMMANUEL MISSION HEALTH CENTRE,130000.0
EMMAUS MEDICAL CENTRE - KURESOI,30000.0
EMORY HOSPITAL LIMITED,224000.0
EMUHAYA SUB-COUNTY HOSPITAL,1241500.0
EMURUA DIKIRR HEALTH CENTRE,1470000.0
EMURUTOTO HEALTH CENTRE,180000.0
EMUSIRE HEALTH CENTRE,810000.0
ENDEBESS SUB-COUNTY HOSPITAL,1039500.0
ENDO HEALTH CENTRE MISSION,140000.0
ENGASHURA HEALTH CENTRE,120000.0
ENGINEER COUNTY HOSPITAL,280000.0
ENKIPAI DISPENSARY,90000.0
ENKOIREROI DISPENSARY,270000.0
ENOCKHAN HOSPITAL LTD,10000.0
ENOOSAEN HEALTH CENTRE,559998.0
ENTANDA LEVEL 3 HOSPITAL,510000.0
ENTARARA HEALTH CENTRE,280000.0
ENTASEKERA HEALTH CENTRE,240000.0
ENZARO HEALTH CENTRE,172240.0
EQUATOR MEDICAL SERVICES LTD LUANDA,60000.0
ERAMBA HEALTH CENTRE,300000.0
ESAGERI HEALTH CENTRE,260000.0
ESANI SUB-COUNTY HOSPITAL,490000.0
ESERIAN FAMILY HOSPITAL,10000.0
ESHIBEMBE HEALTH CENTRE,80000.0
ESHIBIMBI HEALTH CENTRE,241000.0
ESHIKULU DISPENSARY,40000.0
ESHIMKOKO HEALTH CENTRE,160000.0
ESHIO COMMUNITY HEALTHCARE,10000.0
ESIKULU DISPENSARY,40000.0
ESTHER MEMORIAL MATENITY &amp; NURSING HOM E,20000.0
EVANS HEALTHCARE CLINIC LTD,50000.0
EVOJO HEALTH CENTRE,10000.0
EWASO KEDONG DISPENSARY,960000.0
"EXCEL HEALTH SERVICES, GARISSA",130000.0
EYMOLE HEALTH CENTRE,10000.0
EYMOLE MEDICARE AND NURSING HOME LIMITED,10000.0
F.S.J ST. THERESA ASUMBI MISSION HOSPITAL,250000.0
F.S.J. NYAMIRANGA DIVINE MERCY HEALTH CENTRE,40000.0
FAIRFIELD MEDICAL CENTRE KITENGELA LTD,394050.0
FAIRVIEW MEDICAL CENTRE,970000.0
FALAMA DISPENSARY,110000.0
FAMILIA BORA MEDICAL CENTRE,170000.0
FAMILYFIRST MEDICAL CENTRE LIMITED,160000.0
FATIMA MISSION HOSPITAL,433360.0
FATUMANOOR DISPENSARY,80000.0
FAVOUR MEDICAL SERVICES,589998.0
FAYYA NURSING HOME,60000.0
FAZA SUB-COUNTY HOSPITAL,120000.0
FHOK-FAMILY CARE MEDICAL CENTRE &amp; MATER N I T Y,30000.0
Figo Care Plus (K )Ltd Upper Hill,351450.0
FIGO CARE PLUS(K) LIMITED,766800.0
FINA NURSING HOME,70000.0
FINCHARO HEALTH CENTRE,260000.0
FINO HEALTH CENTRE,70000.0
FINO NURSING HOME LIMITED,50000.0
FIRENZE NURSING HOME LIMITED,180000.0
FIRMVIEW MEDICAL CENTRE,30000.0
FIRST CHOICE HOSPITAL LTD,40000.0
FIRST COMMUNITY HOSPITAL MLOLONGO,10000.0
FLAMINGO MEDICAL CENTRE,170000.0
FLC FOUNTAIN MISSION HOSPITAL,10000.0
FLODER MEDICAL CENTRE,20000.0
FORT TERNAN SUB-COUNTY HOSPITAL,1560000.0
FORTIS KIDNEY CENTER LIMITED,372750.0
FOUNTAIN HEALTHCARE LIMITED,70000.0
FOUNTAIN HEALTHCARE LTD BUNGOMA,240000.0
FREVANE HOSPITAL,370000.0
FRIENDS CHWELE MISSION DISPENSARY,10000.0
FRIENDS LUGULU HOSPITAL,199750.0
FRIMA IMANI MEDICAL SERVICES,10000.0
FURAHA MEDICAL CARE,50000.0
FUTURE LIFE COMMUNITY NURSING HOME,170000.0
FUTURE- MED SPECIALIST AND MATERNITY HOSPITA L L,10000.0
GAGABA NURSING HOME LTD,70000.0
GAHALENI DISPENSARY,60000.0
GAICHANJIRU CATHOLIC HOSPITAL,2496650.0
GALAXY HOSPITAL LIMITED,618220.0
GALILEE HOSPITAL KITALE LIMITED,270000.0
GAMEI DISPENSARY,10000.0
GANDA DISPENSARY,230000.0
GANDINI DISPENSARY,20000.0
GANJONI HOSPITAL MOMBASA LIMITED,50000.0
GANYURE DISPENSARY,90000.0
GANZE HEALTH CENTRE,1010000.0
GARASHI DISPENSARY,250000.0
GARI DISPENSARY,70000.0
GARISSA COUNTY REFERRAL HOSPITAL,5930000.0
GARISSA MOTHER AND CHILD HEALTH CARE,180000.0
GARISSA NURSING HOME,150000.0
GARISSA NURSING HOME ANNEX,10000.0
GARSEN HEALTH CENTRE,180000.0
GARSESALA HEALTH CENTRE,240000.0
GARSEY GOFTU DISPENSARY.,130000.0
GATAKA DISPENSARY,30000.0
GATEGI HEALTH CENTRE,150000.0
GATES OF HOPE FAMILY MEDICARE CENTRE,160000.0
GATHAMBI HEALTH CENTRE,160000.0
GATHANGA DISPENSARY,70000.0
GATHIGIRIRI HEALTH CENTRE,90000.0
GATIMU HEALTH CENTRE,110000.0
GATUNDU COUNTY REFERRAL HOSPITAL,117150.0
GATUNGA CATHOLIC HEALTH CENTRE,207160.0
GAZI DISPENSARY,10000.0
GEDE HEALTH CENTRE,620000.0
GELEGELE DISPENSARY,10000.0
GENERATION AND VISIONARY MEDICAL CENTRE,40000.0
GERMAN MEDICAL CENTER LTD,6900.0
GERMAN MEDICAL CENTER MACHAKOS,30000.0
GESABAKWA HEALTH CENTRE,190000.0
GESUSU SUB-COUNTY REFFERAL HOSPITAL,580000.0
GETA BUSH HEALTH CENTRE,130000.0
GETONTIRA MEDICAL CENTRE( NURSING HOME),40000.0
GIAKI SUB-COUNTY HOSPITAL,30000.0
GICHICHE HEALTH CENTRE,30000.0
GIFTED HANDS REGIONAL HOSPITAL,70000.0
GIFTED MINDS MEDICAL CENTRE,20000.0
GILGIL HEALTHCARE MEDICAL CENTRE LIMITED,20000.0
GILGIL SUB-COUNTY HOSPITAL,2210950.0
GINGER HOSPITAL LIMITED,60000.0
GIRIBE DISPENSARY,30000.0
GITA SUB-COUNTY HOSPITAL,750000.0
GITWAMBA HEALTH CENTRE,310000.0
GIVIGOI DISPENSARY,10000.0
GIVUDIMBULI HEALTH CENTRE,150000.0
GLENFIN DONHOLM HOSPITAL LIMITED,70000.0
God Agak Health Centre,10000.0
GODBURA HEALTH CENTRE,50000.0
GODKWER DISPENSARY,290000.0
GOLGOTHA MEDICAL CENTRE,20000.0
GONGO HEALTH CENTRE,190000.0
GONGONI HEALTH CENTRE,720000.0
GOOD HOPE HEALTH LIMITED,106500.0
