provider_name,amount
Vienna Medical Service,288038.35
St. Teresa'S Parish Dispensary,146553.58
St. Theresa Timau Catholic Dispensary,22694.67
Unga Dispensary,22796.6
Nyacheki Sub District Hospital,428704.1
Ndindika Health Centre,1009865.96
Rabai Sub County Hospital,141705.11
Bar Korwa Health Centre,21304.76
Star Maternity & Nursing Home,324874.91
Garsen Health Centre,3457.18
Marikebuni Dispensary,174533.61
Marafa Sub County Hospital,232136.52
Kizingitini Dispensary,29639.35
Ng'Iya Health Centre,148687.55
Polyclinic Hospital,218150.77
Holy Spirit Health Centre Gilgil,831529.33
Ekalakala Health Centre,318578.66
St. Martha'S Chimoi Health Centre,194017.58
Lowarengak Health Centre,2679.24
Tumaini Maternity And Nursing Home,1283.11
Gahaleni Dispensary,199376.83
Kanzokea Health Centre,369005.41
Baolala Dispensary,472201.22
Kiritiri Health Centre,387390.1
Kunati Health Centre,4240.69
Chebororwa Health Centre,70864.04
Kabunyeria Health Centre,92738.4
Kawiria Maternity Home,6104.73
Kibos Sugar Dispensary,96348.4
Kilala Health Centre,2625.22
Oresi Health Centre,51660.59
Migori County Referral Hospital,2078068.88
Rachar Sugar Belt Hospital,252818.02
Suguta Marmar Sub County Hospital,7456.19
St Monica Nakwamekwi Dispensary,175144.08
Junction Medical Clinic Chavakali,7548.65
Bokoli Sub-County Hospital,789245.83
Kabuchai Health Centre,184260.05
Njabini Catholic Dispensary,12175.71
Busieso Dispensary,64032.13
Katilu Health Centre,65972.54
Sikulu Health Centre,22399.6
Kithimani Dispensary,64222.59
Chesongo Dispensary,20287.67
Ngwata Health Centre,136791.58
Kuikui Health Centre,12050.88
Katangi Health Centre,16110.96
Soin Sub County Hospital,339206.6
Malkagufu Dispensary,36759.45
Virangoni Dispensary,90216.65
Kikumini Dispensary,13616.88
Nthangu Dispensary,15825.05
Rwanyambo Dispensary,64289.45
Riechieri Health Centre,112650.18
Mwengea Dispensary,1420.61
Kibogo Dispensary,19828.42
Kapsowar Dispensary,116490.9
Katulye Dispensary-Nzaui,1342.11
Bukembe Dispensary,204365.61
Koru Dispensary,22974.17
Jamia Medical Centre,1567223.66
Nzeveni Health Centre,41752.77
Chepkunyuk Dispensary,1466.37
Kamboo Dispensary,17742.35
Ndunduni Dispensary,113098.54
Kabiemit Dispensary,95305.93
Challa Dispensary,161506.55
Orolwo Dispensary,79357.65
Osorongai Dispensary,888596.58
Mkongani Dispensary,24115.92
Kaptimbor Dispensary,1805.6
Kizibe Dispensary,9871.63
Kipao Dispensary,3457.18
Mahandakini Dispensary,47464.2
Taqwa Nursing Home,1415710.88
Mirihini Dispensary,117553.68
Ganda Dispensary,223743.02
Chesiyo Dispensary,47232.59
Kathama Dispensary,104148.01
Chemelil Gok Health Centre,221178.86
Parayon Dispensary,17672.51
Itembu Dispensary,56387.7
Diani Health Centre,742205.07
Kangoletiang Dispensary,1334.6
Giriama Mission Dispensary,1583.85
Kiangachinyi Dispensary,64859.13
Malela Level 4 Hospital,63788.95
Pedo Dispensary,87831.04
Utuneni Dispensary,58698.7
Tawa Sub-County Hospial,183027.86
Psigirio Dispensary,1334.6
Gelegele Dispensary,110604.65
Moi Voi County Referral Hospital,1570121.89
Mbiini Dispensary,67223.29
Verna Health Centre,104776.01
Kavuko Dispensary,1342.11
Nduluni Dispensary,2625.22
Kasewe Dispensary,50146.13
Loitoktok District Hospital,3022874.01
Sigowet Sub County Hospital,1918337.13
Kijauri Sub County Hospital,348013.22
Kimangeti Dispensary,46905.02
Esani Sub-County Hospital,24601.76
Forttenan Sub County Hospital,1047070.33
Kwakalui Dispensary,22329.1
Mile 46 Health Centre,53489.59
Oloolua Dispensary,771876.82
Oldonyo Nyokie Dispensary,8225.63
Isinet Dispensary,61807.13
Mwingi Hospital (Kitui),1594907.64
Migwani Sub County Hospital,215066.27
Masurura Dispensary,50023.84
Kabitungu Dispensary,78523.43
Chepsir Dispensary,1466.37
Ndeiya Health Centre,357923.16
Kinale Dispensary,486410.22
Rironi Health Centre,417886.16
Hamundia Health Centre,206178.58
Koiwalelach Dispensary,32485.78
Kapchebwai Dispensary,336911.1
Uthiru Health Centre,415317.85
Yekanga Dispensary,29319.85
Nthongoni Sub County Hospital,208660.61
Utangwa Dispensary,104772.76
Kikumini Health Centre,24010.42
Kakutha Dispensary,62695.52
Gk Prisons Dispensary (Kericho),1466.37
Chepcholiet Dispensary,1466.37
Mbogoini Health Centre,18659.67
Sumeek Dispensary,111789.26
Nyangweta Health Centre,53596.7
Kenyoro Health Centre,181636.86
Magwagwa Health Centre,170427.33
Gesure Health Centre (Manga),38391.7
Gatei Dispensary,112990.43
Ramba Health Centre,16037.39
Namasoli Health Centre,262704.22
Rera Health Centre,100650.18
Rabar Health Centre,101776.76
Boro Dispensary,101638.4
Masogo Dispensary,58818.84
Shamberere Health Centre,74271.29
Lugari Forest Dispensary,7421.11
Eshinutsa Health Centre,61717.13
Wang'Nyang' Dispensary,126309.37
Tulwet Health Centre,100991.04
Kamasielo Dispensary,7455.61
Perkerra Clinic,57961.88
Mwangunda Health Centre,100549.26
Katilini Dispensary,109403.76
Elukhambi Dispensary,30843.51
St Jude Thaddeus Medical Clinic,385443.1
Kandara Health Centre,589051.57
Mukurweini Sub-County Hospital,2044980.38
Katilia Dispensary,2739.45
Gk Prisons Dispensary (Kakamega Central),169707.05
Bungwet Dispensary,100766.9
Ccs Mitunguu Medical Clinic,38399.2
Hola County Referral Hospital,921046.69
Galaxy Medicare Consultants Ltd,212528.02
Nzouni Dispensary(Kaiti),2654.72
Benmac Clinic,588391.2
Miumoni Dispensary,7182.48
Kilimani Assessment Center,4712.94
Bute Nursing Home,457469.41
Nakiria Dispensary,41302.45
Kyeeko Dispensary,62076.09
Gulanze Dispensary,3997.24
Chebukutumi Dispensary,144245.55
Holsoms Maternity & Nursing Home,1137.6
Machesa Dispensary,49770.34
Cherangany Sub-County Hospital,218069.86
Mahaya Health Centre (Rarieda),67515.18
Kalimapus Dispensary,52410.77
Uloma Dispensary,85520.54
New Hope Medical Clinic (Manga),54105.38
Oropoi Dispensary,70591.79
Iruri Dispensary,74992.04
Karimboni Dispensary,15811.63
Doldol Sub County Hospital,4640.15
Soba River Health Centre,312075.91
Wema Unity Health Care,31365.6
Lumola Medical Clinic,144455.3
Ungoe Community Medical And Dental Clinic,78734.79
Vantage Medical Centre,15507.55
Inuka Hospital & Maternity Home,125158.04
Kimurgoi Dispensary,25424.17
Kalokol Health Centre,74266.15
Maryrosa Health,137402.08
Kigumo Level 4 Hospital Githunguri,700543.44
Konjora Dispensary,205390.08
Subukia Sub County Hospital,225631.52
Clastan Medical Services,41363.27
Olekasasi Health Centre,58153.84
Bethany Hill Crest Hospital,445080.35
The Savannah Hospital Limited,5881.15
Tunzanani Dispensary,9798.38
Omorembe Community Hospital Limited,506870.29
Fawz Hospital Limited,54348.88
Modern Aberdare View Hospital,3908.95
Kiplombe Medical Centre,265267.16
Jogoo Health Center,34634.09
Mwingi Specialist Hospital,9397.88
Tahrir Healthcare Services Limited,759678.94
Mother Theresa Medical Clinic,3179.2
Fraloma Hospital Limited,28232.67
Mamo Hospital,89888.04
Kagumo Vision Medical Centre-Annex,241472.05
Sisit Medical Services,75991.4
Tiwi Kwa Sammy Medical Centre Limited,28687.35
Mbusyani Dispensary-Kangundo,346918.66
Maiko Medical Clinic,2559.2
Qara Health Centre,198379.05
Daris Healthcare Centre,51590.13
Bekam Medical Centre,54466.09
Osman Medical Services Annex,1295045.85
Lubanga Dispensary,86524.4
Wajir Medical Centre Ltd,8076.36
Magwaland Healthcare,2275.2
Kianda 42 Hospital,487185.22
Malukiloriti Dispensary,96683.04
Paramount Nursing Home - Wajir,53559.02
Katito Medical Centre-Mbita,10431.8
Wakandas Medicare Limited,32358.03
Othoch Rakuom Dispensary,71655.79
Chacawest Health Care Clinic,54045.13
Lungalunga Subcounty Hospital,319911.41
Maumau Dispensary,15820.05
Jetty Healthcare Hospital,242623.83
Lifecare Hospitals Meru,330540.66
Bilabil Medical Clinic Limited,24075.85
Medkim Care Centre,1466.37
Kubeysurur Dispensary,33469.77
Bethany Hill Crest Hospital,422788.41
Shimbirfatuma Nursing Home,57104.27
Tayib Medical And Nursing Home,2048.47
St Rose Nyamindi Medical Care,62324.38
Umeyma Nursing Home Limited,2832.45
Tuweta Medical Centre,783.8
The Wilkista Memorial Hospital,82784.79
Bethesda Nursing Home (Karagita),1279.6
Mzedu Dawida Medical Services,19274.26
Cana Family Life Clinic,1126032.9
Blue Nile Medical Clinic,364544.35
Mandera Wellness Centre Annex Co.Limited,19726.01
Oaksprings Health Care Limited,6356.4
Westlands Hospital,843697.95
Winston Medical Centre,24059.26
Pynet Healthcare Limited,499961.16
Global Homecare Ltd Medical Centre,12912.13
Infant Jesus Kalimoni Mission Hospital,403261.04
Riokindo Health Centre,348718.35
Zeva Medical Centre,564008.32
Mansa Health Centre,1644.84
Speransa Health Care Limited -Borabu,227279.61
Medforce Medical Centre,5500.23
Hodhan Nursing Home,7577.36
Nyahururu District Hospital,215819.83
Gwa-Kungu Health Services,13363.05
Sare Family Medical Centre,26482.6
Centres For Community Health Care Access,961776.45
Kiria-Ini Mission Hospital,929037.58
Precious Hospital,59452.02
Tei Wa Yesu Hospital,25352.42
St Monicah Dispensary Mwengenye,8257.38
Sori Lakeside Nursing And Maternity Home,648127.57
Neema Tunza Medical Clinic,25418.69
Zahir Health Care,502893.85
Riakithiga Dispensary,214274.08
Hapsa Medical Center,14018.21
Neema Hospital (Ruiru),98459.18
Lipton Central Hospital,1889605.9
Dandelion Ulla Marier Clinic (Mogotio),156904.86
St Elizabeth Swindon Clinic,146620.33
Mastoo Dispensary,42399.09
Leshau Pondo Health Centre,183240.05
Silibwet Health Centre (Nyandaruawest),352760.85
Chebunyo Medical Clinic,1211052.63
Kiamuringa Dispensary,173018.3
Familybliss Medical Centre Limited,3955.16
Jaks Medicare,430352.85
The Minute Medical Clinic,1279.6
Turasha Dispensary,177681.11
Goldenlife Victors Hospital Limited,351116.72
Chuka University Dispensary,3016.22
Cheera Health Center,851073.45
St. Joseph'S Nursing And Maternity Hom,4099.69
San Joseph Medical Centre,66665.29
Interfelk Medical Centre,14740.71
Divine Mercy Kithatu Dispensary,992880.19
Mwea County Medical Center,56139.02
Zetic Hospital Limited,54057.59
Kitheuni Dispensary,167304.58
Rukanga Health Centre,211501.33
Getiesi Health Centre,16009.64
Joshimo Medical Centre,100626.76
Garissa Nursing Home,13906.22
Kihuho Dispensary,32749.19
Makara Dispensary,32749.19
Shalom Dispensary,184654.08
New Mawingu Health Centre,245349.11
Kanjuiri Dispensary,106742.51
Ndemi Health Centre,325279.16
Kirima Dispensary,162180.83
Mercylight Hospital,65492.02
St. John'S Hospital Limited Juja,564173.07
Mariakani Cottage Hospital Mlolongo,134058.61
The Royal Kings Medical Center,129488.29
Nuru Ambusely Hospital,81911.68
New Hope Medicare Centre Tinderet,59909.09
Kapkerer Ponacare Healthwatch,495314.35
St.Lawrence Hospital,260970.77
Kager Dispensary,41247.95
Elele Dispensary,223637.3
Rhamu Sub-County Hospital,61833.45
El-Ram Dispensary,13125.38
Wargadud Medical Centre,11481.55
Kutulo Nursing Home,23064.26
Riverside Nursing Home.,31814.51
Shimbir Milano Nursing Home Limited,13808.21
Elhache Medical Centre,21951.51
Jarbaley Nursing Home,137778.58
Zakira Medical Centre Limited,30499.44
Molo Sub County Hospital,945512.2
Matayos Health Centre,257983.3
Muthara Sub-County Hospital,110956.9
Sadik Med Care,19280.17
Junction Family Hospital,20395.92
Sori Lakeside Hospital -Sindo Branch,10112.3
Isana Maternity And Nursing,32264.42
Isecha Sub-County Hospital,93510.54
Ndege Nursing Home,236764.86
Hexagon Medical Limited,28326.69
Lakeside Integrated Medical Services(Naivasha),164463.8
Vesi Githabai Nursing Home Limited,28723.01
Nzoia Medical Centre,931541.45
St James Memorial Medical Clinic,290311.35
Mediforte Hospital Limited,114763.79
Meswo(Tunza) Medical Services,161162.05
Sarman Health Centre,21161.17
Dzitsoni Medical Clinic,38486.59
Tapach Dispensary,6614.36
Sabuli Health Centre,7577.36
Pipeline Modern Hospital Ltd,516016.73
First Choice Hospital,596865.19
Nyabikaye Dispensary,30726.6
Joscure Medical Clinic,322069.1
Toloyta Medical Clinic,112456.15
Modet Hospital Limited,93617.15
Danmed Medical Services Ltd,3637.68
Madyan Nursing Home Limited,8077.44
Polycare Medical Clinic,9749.13
Nelly Medical Centre,394334.29
Promise Medical Clinic,83275.93
Mikinduri Health Centre,45901.95
Pope Benedict Xvi Hospital,810954.57
Pefa Mercy Medical Centre,251801.83
St Mary'S Health Centre (Mbita),24410.1
Good Shepherd Angiya Dispensary,14617.3
Holy Family Oriang Health Centre 3A,1709.35
Ruiru Hospital Limited,3024297.28
Malakisi Health Centre,463247.29
Homa Lime Health Centre,3386.74
Kinasia Health Centre,11265.63
Penda Medical Centre-Kimathi Street(Cbd),6534.61
Marani District Hospital,512872.97
Nyansakia Health Centre,66404.68
Ilkerin Dispensary (Trans Mara),309232.66
Kanjinji Dispensary,64229.27
Kiamutugu Health Centre,287917.47
Ndaragwa Health Centre,961837.58
Kasuku Health Centre,551166.57
Chepkigen Health Centre,393168.85
Got Kojowi Health Centre,90707.15
Wiga Dispensary,51392.2
Kapkateny Dispensary,91122.29
Makima Dispensary,115844.18
Chiakariga Health Centre,252301.77
Waware Dispensary,7172.86
Lambwe Dispensary,19314.01
Sirakaru Dispensary,2982.24
Kapng'Ombe Dispensary,12815.72
Kuvasali Health Centre,229106.02
Dandora Ii Health Centre,783421.08
Ofafa I Clinic,53504.63
Shauri Moyo Dispensary,304869.47
Kaptumo Dispensary,36668.27
Kwakalusya Dispensary,20133.67
Makhanga Dispensary,35295.34
Malongo Dispensary,216655.58
Kegogi Health Centre,103565.04
Kakeani Dispensary,8812.46
Nyandiwa Level Iv Hospital,95196.18
Olmekenyu Dispensary,28478.69
Mumbuni Dispensary (Mwingi),72919.43
Mbuni Dispensary,31618.51
Muthanthara Dispensary,13871.38
Tetu Dispensary,1279.6
Olbutyo Health Centre,273286.22
Matanya Dispensary,98357.18
Mugumo Dispensary,103243.4
Mahanga Dispensary (Bokoli),72049.04
Kobodo Dispensary,14185.97
Pwani Dispensary,140181.83
Cheramei Dispensary,152888.58
Upendo Dispensary,101385.54
Rhodes Chest Clinic,274394.41
South B Police Band Dispensary,9306.88
Nyawita Dispensary,106251.01
Kisasi Dispensary,41298.34
Bugina Health Centre,44790.77
Ipali Health Centre,25104.76
Jepkoyai Dispensary,55518.63
Transmara West Sub County Hospital,1818168.91
Orongo Dispensary,92112.43
Khaunga Dispensary,185768.55
Langa Langa Dispensary,505301.54
Othaya Sub-District Hospital,658215.45
Mariashoni Dispensary,25099.85
Chegulo Dispensary,106996.43
Kiamuthambi Dispensary,103592.04
Gatwe Health Centre,246929.3
Koinange Dispensary,52653.45
Koduol Reru Dispensary,28095.94
Madiany Sub County Hospital,459136.79
Mrima Maternity Hospital,4035.24
Chemses Dispensary,51730.45
Njoguini Dispensary,174513.3
Gatina Dispensary,2011176.15
Mwiki Health Centre,1685871.15
Wandiji Health Centre,16278.72
Silent Hill Medical,287879.47
Samjomen Hospital,20591.92
Ngurubani Medical Services -Gategi,27969.42
Thagana County Medical Centre,133570.11
Romieva Medical Center - Etago,563708.19
Meru Doctors Plaza Limited,3774.68
Robins Healthcare Ltd,2268302.05
St Clare Medical Clinic,67841.18
Jakaba,5324.23
St. Paul'S Dawa Medical Clinic,11000.46
Chieko Medical Centre,84395.54
Giftland Medical Centre Ltd,8536.63
Vertical Life Care,48892.84
Oakwood Hospital Limited,9845.21
Riosiri Centre Medical Clinic-Rongo,102908.65
Brawn'S Curative Centre,10430.3
Neo-Solutions Medical Centre,1253.62
Saba Medical Center,430906.47
Sachangwan Highway Medical Centre,113996.93
Polani Medical Centre Limited,8071.36
Samaritan Hope Maternity & Nursing Home Limite D .,4612.19
Medan Medical Centre,2739.45
Uplands Planet Medical Centre,616966.2
Kapsimbiri Dispensary,117775.51
Kahawa Dispensary,74868.9
Kolwal Dispensary,28842.26
Rang'Ul Dispensary,47061.27
Bethesda Medical Clinic,298974.91
Mungoma Hospital,95438.79
Simbiri Nanbell Health Centre,30145.19
Beril'S Gwp Medical Centre,148409.55
Kensylus Medical Center,42446.09
Bungoma Wema Centre,1491.12
Precious Life Medical Services,257722.36
Immaculate Heart Of Mary Hospital,8489.71
Kalkaal Medical Centre,33469.77
D Comboni Mission,2473.97
Mbitini Rehema Community Hospital,1420.61
First Community Hospital Mlolongo,4505.44
Laare Health Centre,256493.52
Mutuati Sub Couty Hospital,280491.22
Mkunga Maternity & Nursing Home,23069.17
Tabsam Medical Centre Limited,17247.61
Pastrolcare Medical Centre Limited,3955.01
Simsim Healthcare Limited,3110.64
Kisau Sub County Hospital,683692.4
Kako Health Centre,533966.47
Kilungu Sub County Hospital,400006.59
Miangeni Dispensary (Mbooni),391717.98
Nziu Health Centre,341927.32
Waia Dispensary,275441.45
Kyuasini Health Centre,247124.49
Syotuvali Dispensary,191862.17
Nduuni Dispensary,180078.18
Kikumini Dispensary (Makueni),163618.95
Kyambeke Health Centre,140611.42
Kyaluma Dispensary,138015.69
Kavumbu Dispensary,134033.62
Mavindini Health Centre,132145.82
Mavindu Dispensary,122942.81
Kinyau Dispensary,120745.3
Kitise Health Centre,110731.12
Ngai Health Center,107250.49
Kathonzweni Health Centre,106498.32
Mathanguni Dispensary,103017.7
Mbavani Dispensary,96248.17
Nzukini Dispensary,84195.36
West Ngosini Dispensary,67872.22
Kitende Dispensary,65777.94
Mangala Dispensary,63019.99
Kasunguni Dispensary(Kaiti),62296.08
Ivinga Nzia Dispensary,61309.17
Ukia Dispensary,60321.03
Maviaume Dispensary,55645.78
Mwana Dispensary,54141.44
Kalima Dispensary,51412.98
Kithuni Dispensary,48964.75
Kaia Dispensary,48684.53
Mbooni Sub County Hospital,40572.9
Kavata Nzou Dispensary,39702.74
Kitonyoni Dispensary,36133.62
Kyanganda Dispensary,33921.36
Iiani Dispensary,24261.15
Kyau Dispensary,22211.12
Muusini Dispensary (Makueni),21385.21
Yinthungu Dispensary,17948.82
Mukuyuni Sub-District Hospital,17594.86
Uviluni Dispensary,13848.76
Mulenyu Dispensary,10795.84
Kiti Kyumu Dispensary,10736.85
Nduluku Dispensary,8981.79
Nyaani Dispensary,8523.66
Kyenzenzeni Dispensary,8509.84
Nthimbani Dispensary,8052.64
Nzeeni Dispensary,6622.04
Itithini Dispensary,6430.31
Mbuvo Health Centre,4616.25
Mutembuku Dispensary,4586.76
Kawala Dispensary-Makueni,4468.77
Kauti Dispensary,3996.82
Mwaani Dispensary,3937.83
Nduumoni Dispensary,3863.75
Musalala Dispensary,2684.21
Syathani Dispensary,2185.55
Katagini Dispensary,1971.8
Arizona Medical Center Limited,114206.79
Nabongo Dispensary,76995.88
Revelation Medical Services,48197.73
Hopemot Nursing Home,8989.82
Komarock Medical Centre,8217.77
Grandlive Medical Centre,6910.85
Centrumberliner Medical Center,5376.53
Enkitok Joy Nursing Home,2090.87
Dinku Medical Centre Limited,47494.16
Janeiro Nursing Home,37238.18
Crescent Community Hospital,12851.41
Arawa Hospital,123189.28
St Luke'S (Ack) Nursing Home Kaloleni,51685.32
Kanamai Health Services,25529.47
Mombasa Hospital Association,6079.29
Lanet Health Centre,1629254.71
Bahati District Hospital,1405465.26
Afyaline Salgaa Medical Centre,1182899.16
Engashura Health Centre,888520.76
Upper Solai Health Centre,759421.74
Rhonda Health Centre,725631.85
Kiptangwanyi Dispensary,686132.98
Kiwamu Dispensary,574807.75
Nakuru West Dispensary,429875.42
Nakuru Prison Hospital Nakuru,216252.47
Kapkures Health Centre (Nakuru West),182378.21
Sisto Mazoldi Dispensary (Rongai),157897.06
Ruguru Dispensary,144566.72
Maji Tamu Health Centre,82344.39
Kabazi Sub County Hospital,75974.52
Alphil Maternity And Nursing Home,49313.83
Alphil Medical Centre Limited (Nakuru),48413.89
Kipsyenana Dispensary Nakuru,23553.08
Ol-Rongai Dispensary,8310.37
Mother Kevin Catholic Health Centre,6369.88
Lengo Medical Clinic,12574.18
St Consolata Clinic,2453681.71
Awasi Mission Health Center,875062.44
Ahero Sub-County Hospital,422381.67
G.K Prison Kibos Dispensary,397874.38
Manyuanda Health Centre,370221.34
Nyakach County Hospital,279369.48
Shepher Lifecare Medical Center,259529.71
Rodi Dispensary,250830.64
Kotunga Dispensary,246674.17
Chulaimbo County Hospital,197898.07
Ogen Dispensary,155742.81
Ramula Dispensary,141785.69
Mama Plister Blair Health Centre,141649.41
Nyalunya Health Centre,136641.2
St Elizabeth Lwak Mission Health Centre,125197.56
St. Lydia Okore Dispensary,96121.27
Nyamarimba Sub-County Hospital,47606.38
Miwani Dispensary,33933.17
Aluor Mission Health Centre,29518.12
Komwaga Health Centre,21361.54
Bodi Health Centre,7313.58
Holo Dispensary,6893.39
Kadinda Health Centre,5008.21
Dawafront Healthcare Clinic,1033.44
Londiani Sub County Hospital,1400949.45
Keringet Nursing Home Ltd,1194401.5
Kaitui Dispensary,475571.9
Kabianga Health Centre,451465.39
Kipkelion Sub County Hospital,383561.07
Kapsoit Dispensary,257614.2
Ngendalel Dispensary,241854.73
Jumkino Medical Center,179670.88
Kiplelgutik Dispensary,108898.28
Kipsitet Dispensary,81697.88
Sosiot Health Centre,67533.69
Momoniat Health Centre,50742.92
Mtaragon Health Centre,50372.3
Kunyak Dispensary,36369.25
Ketitui Dispensary,35225.16
Samutet Dispensary,35080.14
Manyoror Dispensary,18386.05
Chemoiben Dispensary,9668.39
Kapsuser Dispensary,6203.88
Songonyet Dispensary,5833.26
Kiandutu Health Centre,3069563.82
Gachororo Health Centre,1389030.06
Juja Farm Health Centre,1044376.53
Munyu Health Centre,1004817.36
Makongeni Dispensary,947422.66
Kyeleni Health Centre,98415.64
Mananja Health Centre,56740.35
Ngoliba Health Centre,47478.15
Igegania Sub-County Hospital,18941.32
Pioneer Health Centre,523537.99
Chepkorio Health Centre,508924.36
Kapsoya Health Centre,257302.59
Ngelel Tarit Dispensary,226100.2
Kipkenyo Dispensary,210202.28
Kaptagat Forest Dispensary,21359.19
Nala Maternity & Nursing Home,2026820.58
Bushiri Health Centre,1510383.7
Navakholo Sub-County Hospital,982777.52
Mautuma Sub County Hospital,981317.38
Buchangu Dispensary,771795.26
Likuyani Sub-County Hospital,622424.76
Butere Sub County Hospital,596909.99
Shibwe Sub-County Hospital,494293.98
Kharanda Dispensary,336493.82
Budonga Dispensary,322118.25
Bukura Health Centre,214534.76
Samawest Community Hospital Limited,183721.35
St Pius Musoli Health Centre,178558.19
Lumakanda County Hospital,155060.52
Savane Dispensary,133384.26
Elwesero Model Health Centre,123042.88
Eshirembe Dispensary,117006.64
Ematiha Dispensary,110097.33
Namagara Dispensary,103895.52
Iguhu Sub County Hospital,81602.09
Kambiri First Choice Medical Centre,76107.76
Shivanga Health Centre,68867.28
Chombeli Health Centre,62906.31
Ico Care Health Clinic,56493.75
Lyson Manyatta Clinic,25093.28
Shiyunzu Dispensary,10883.29
Mugai Dispensary,3703.03
Oasis Doctors Plaza Kakamega,1655.83
Kaderbhouy Medical Clinic,551065.41
Nys Dispensary (Kilindini),9303.95
Kisauni Health Centre,1603.52
Wamagana Health Centre,651320.58
Gichira Health Centre,376822.13
Kinunga Health Centre,341775.86
Makutano Dispensary,216153.78
Nyeri Town Health Centre,8496.26
Murang'A County Refferal Hospital,4241309.65
Kangema Sub-District Hospital,1242687.21
Kigumo Sub County Hospital,740197.46
Makuyu Health Centre,605690.53
Saba Saba Health Centre,462408.65
Muriranjas Sub-District Hospital,426328.74
Kenneth Matiba Eye And Dental Hospital,424818.2
Nyakianga Health Centre,405965.32
Kiria-Ini Dispensary,370461.95
Kanyenyaini Health Centre,289665.55
Kirwara Sub County Hospital,183362.98
Ithanga Dispensary,170713.68
Muthithi Dispensary,65056.85
Kirogo Health Centre,50285.87
Githunguri Dispensary,17192.44
Kariua Dispensary,13606.36
Mungaria Dispensary,9939.56
Mioro Dispensary,4208.75
Kariti Dispensary,2029.42
Dallas Dispensary,1004507.97
Karurumo Rural Healthtraining Centre,401805.46
Mbondoni Dispensary,107435.22
Itabua Police Dispensary,56766.14
Nganduri Dispensary,54884.89
Embu Medical Centre,8658.28
Potter`S Family Hospital,5893.07
Mbita Dispensary,1008.62
Gatundu Level V Hospital,4815.59
Ngorano Health Centre,166341.13
Siaya Medical Centre,1185656.21
