provider_name,amount
52 AL-MAQDIS MEDICAL CENTRE,2378880.0
53 ALBAIK MEDICAL CENTRE,53760.0
54 ALFAROOQ HOSPITAL LTD,4051600.0
55 ALLIANCE MEDICAL CENTRE,74550.0
56 ALLIANCE MEDICAL CENTRE LTD GARISSA,159750.0
57 ALMISBAH MEDICAL CENTRE,100500.0
58 ALPHA HILL MEDICAL CENTER LIMITED,5128880.0
59 AMA (AFRICA MUSLIM AGENCY) CLINIC,90000.0
60 AMBIRA SUB-COUNTY HOSPITAL,846720.0
61 AMI RUHAMA CHURCH WARABA MEDICAL CENTRE,1906240.0
62 AMOYO HEALTHCARE MEDICAL CLINIC,60480.0
63 AMUKURA SUB-COUNTY HOSPITAL,183680.0
64 AN NAJAH MEDICAL CARE LIMITED,1603840.0
65 ANFAL MEDICAL CENTER LIMITED,67200.0
66 ANGURAI HEALTH CENTRE,143360.0
67 ANKA HOSPITAL - ISIOLO,1972320.0
68 ANKA HOSPITAL LIMITED,431200.0
69 ANNEX LOC MEDICARE,978880.0
70 ANOLE HEALTHCENTRE,647360.0
71 ANSARI MEDICAL CLINIC & LABORATORY,134400.0
72 ANTALIYA HOSPITAL LIMITED,1404700.0
73 APEX HEAL EYE CENTRE LIMITED,274400.0
74 APIDA MEDICAL CENTRE,26880.0
75 APOSTA HEALTH CENTRE,17920.0
76 ARAWA HOSPITAL LIMITED,123200.0
77 ARBAJAHAN HEALTH CENTRE,31360.0
78 ARCHER'S POST CATHOLIC HEALTH CENTRE,320320.0
79 ARISE HOSPITAL,60480.0
80 ASAD MEDICAL CENTRE,408800.0
81 ASHABITO HEALTH CENTRE,20000.0
82 ASHBURN COMMUNITY NURSING HOME,1653120.0
83 ASSISI NURSING HOME,143360.0
84 ASSUMPTION OF MARY ITHANGA CATHOLIC HOSPITAL,4583600.0
85 ASTER HEALTHCARE LIMITED,14494478.0
86 ASUMBI GIRLS MEDICAL CLINIC,4179840.0
87 AVENUE HEALTHCARE GREENSPAN MEDICAL CENTRE,138450.0
88 AVENUE HOSPITAL,21490294.98
89 AVENUE HOSPITAL THIKA,5286240.0
90 AVENUE HOSPITAL- KISUMU,4060810.0
91 AWALOW NURSING HOME LIMITED,4169200.0
92 BAHATI HOSPITAL JOSKA BRANCH,69440.0
93 BAHATI SUB-COUNTY HOSPITAL,515200.0
94 BAMA HOSPITAL LLP,1010800.0
95 BAMBO DISPENSARY,340000.0
96 BANDARI DISPENSARY,110000.0
97 BARAKA HOSPITAL,293440.0
98 BARAKA HOSPITAL,10000.0
99 BARAKA MATERNITY HOME,29120.0
100 BARIKA MEDICAL CENTRE LIMITED,3651200.0
101 BARINGO COUNTY REFERRAL HOSPITAL,6407710.0
102 BAXNAN MEDICAL CENTRE,266560.0
103 BAYAAN NURSING HOME,85750.0
104 BAYLEAF HEALTH CENTRE,6930400.0
105 BEEHIVE MEDICAL SERVICES,174720.0
106 BEGGS NURSING HOME LIMITED-MATUNDA,3615360.0
107 BELARISU MEDICAL CENTRE,672000.0
108 BENMAC HEALTH CLINIC,76160.0
109 BENTA AND LEON HEALTHCARE LTD,395560.0
110 BENWING KAHATIA NURSING HOME,11200.0
111 BERIL'S GWP MEDICAL CENTER,4419520.0
112 BESTCARE HOSPITAL LIMITED,1232000.0
113 BETH MEDICAL SERVICES,701120.0
114 BETHANY HILLCREST HOSPITAL LIMITED - OLOKURTO,98560.0
115 BETHANY HILLCREST HOSPITAL LTD - KIAMUNYI,80640.0
116 BETHANY HILLCREST HOSPITAL- OLCHORRO,1532160.0
117 BETHANY HILLCREST HOSPITAL-OLPUSIMORU,833280.0
118 BETHESDA HEALTH CARE SERVICES COMPANY LIMITED,19099158.0
119 BETHESDA NURSING HOME KARAGITA,448000.0
120 BEYOND SCOPE HOSPITAL,229600.0
121 BIBLE FAITH CHURCH MEDICAL SERVICES,1174320.0
122 BILABIL MEDICAL CLINIC,1874880.0
123 BILCIL MEDICAL CLINIC LIMITED,1438080.0
124 BIN-BARAKAT MEDICAL CENTRE LIMITED,333760.0
125 BISHARO NURSING HOME LIMITED,750400.0
126 BISHOP U. J. KIOKO CATHOLIC HOSPITAL,9689238.0
127 BIYAMIN NURSING HOME AND ENT SERVICES LIMITED,105280.0
128 BIZET MEDICAL CENTRE,985600.0
129 BLESSED COMMUNITY MEDICAL CLINIC,1720000.0
130 BLESSED MARIA HELENA DISPENSARY,183680.0
131 BLESSED TO BLESS HEALTHCARE LIMITED,2204160.0
132 BLOOM HEALTHCARE MACHAKOS,285051.0
133 BLOOM HOSPITAL NAKURU LIMITED,2822970.0
134 BLOOM SURGICAL CENTRE LIMITED - KISUMU,1220240.0
135 BLUE CORAL NURSING HOME LIMITED,586880.0
136 BLUE RIDGE MEDICAL LTD,127800.0
137 BLUE RIDGE MEDICAL - THIKA,74550.0
138 BLUE RIDGE MEDICAL LTD -KISUMU,20000.0
139 BLUE WHALE MEDICAL LTD,608640.0
140 BOA DISPENSARY,30000.0
141 BOMANI HOSPITAL LIMITED,339360.0
142 BOMBOLULU DIAGNOSTIC MEDICAL CENTRE,405440.0
143 BOMET HEALTH CENTRE,10000.0
144 BONDO MEDICAL CENTRE,434560.0
145 BONDO SUB-COUNTY REFERRAL HOSPITAL,7222560.0
146 BORDERPOINT MEDICAL CENTER LIMITED,89600.0
147 BOSONGO MEDICAL CENTRE,14037160.0
148 BRAWN'S CURATIVE CENTRE,739200.0
149 BREETONS MEDICAL CENTRE LIMITED,1538880.0
150 BRIAN JAKE MEMORIAL HOSPITAL,86160.0
151 BRISTOL PARK HOSPITAL MACHAKOS,154590.0
152 BRISTOL PARK HOSPITAL-KITENGELA,806400.0
153 BROADWAY HOSPITAL LIMITED,389760.0
154 BROOKS OF CHERITH MEDICAL AND NUTRITION CENTRE LIMITED,305760.0
155 BROOKS OF CHERITH MEDICAL AND NUTRITION CENTRE LIMITED NYANDARUA,258720.0
156 BROTHER ANDRE HOSPITAL LTD,309120.0
157 BROWNS MEMORIAL MEDICAL CENTRE,759360.0
158 BUGUMBE HEALTH CENTRE,226240.0
159 BUKAAN DEEQ NURSING HOME LIMITED,4480.0
160 BUKAYA MEDICAL CENTRE,135120.0
161 BUKOKHOLO DISPENSARY,80000.0
162 BUKOKHOLO DISPENSARY,10000.0
163 BUKUMBURI MEDICAL CLINIC,2231040.0
164 BULAMU MEDICAL CLINIC,441280.0
165 BULLA MPYA NURSING HOME,772400.0
166 BUNGOMA CHILDREN'S CLINIC LIMITED,645120.0
167 BUNGOMA COUNTY REFERRAL HOSPITAL,323150.0
168 BUNGOMA WEMA CENTRE,684720.0
169 BUNGOMA WEST HOSPITAL,2618899.0
170 BUNYORE MEDICAL CENTRE LIMITED,954240.0
171 BURA SPRINGS FAMILY MEDICAL CENTRE LIMITED,277760.0
172 BURA SUB-COUNTY HOSPITAL,120000.0
173 BURA TANA NURSING HOME LIMITED,342720.0
174 BURMAYO HEALTH CENTRE,633920.0
175 BURNT FOREST SUB-COUNTY HOSPITAL,3233000.0
176 BURUJ MEDICAL CLINIC LIMITED,848960.0
177 BUSHRAA MEDICAL CENTRE,571200.0
178 BUTE NURSING HOME,585080.0
179 BUTERE COUNTY HOSPITAL,1813280.0
180 BUTERE SUB COUNTY HOSPITAL,26720.0
181 BUTINGO DISPENSARY,10000.0
182 BWANA NI MWEMA MEDICAL CENTRE,624280.0
183 BWARE COMPLEX HEALTHCARE LIMITED,2466240.0
184 CALVARY HOPE MEDICAL CENTRE,2853760.0
185 CANA HOSPITAL,1736000.0
186 CANCER CARE INTERNATIONAL,3632631.13
187 CANCER CARE KENYA LIMITED,3128300.0
188 CANCER CARE KENYA LIMITED-UAP OLD MUTUAL TOWER,1242751.0
189 CANCER CENTER OF EXCELLENCY,123909.0
190 CANNAN HOSPITAL & WELLNESS CENTRE LIMITED,2040640.0
191 CARDINAL NURSING HOME LIMITED,1881600.0
192 CARE AND CURE HOSPITAL LTD,1135680.0
193 CARE HOSPITAL LTD,343920.0
194 CAREGIVERS COMMUNITY HOSPITAL,969920.0
195 CAREMARK HOSPITAL,191200.0
196 CARITAS COMMUNITY HOSPITAL,324800.0
197 CARMEL HOSPITAL,448000.0
198 CEDAR HOSPITAL,2022550.0
199 CENTRAL MEMORIAL HOSPITAL LTD,2254190.0
200 CHARITY MEDICAL HOSPITAL,958270.0
201 CHEBIEMIT SUB COUNTY HOSPITAL,89600.0
202 CHEBUKUTUMI HEALTH CENTRE,739200.0
203 CHELYMO MEDICAL CENTRE,22840160.0
204 CHEPKUBE HEALTH CENTRE,8960.0
205 CHEPTUR HEALTH SERVICES,13440.0
206 CHEPTYA DISPENSARY,30000.0
207 CHESOI HEALTH CENTRE,379999.0
208 CHESOI HEALTH CENTRE,150000.0
209 CHESONGOCH HEALTH CENTRE,10000.0
210 CHESONGOCH MISSION HOSPITAL,1623440.0
211 CHIROMO LANE MEDICAL CENTRE ANNEX,1276800.0
212 CHIROMO MENTAL HEALTH HOSPITAL -NAIROBI LIMITED,6115200.0
213 CHIRON MEDICAL DIAGNOSTICS AND IMAGING HOSPITAL LIMITED,36751040.0
214 CHOMBELI HEALTH CENTRE,10000.0
215 CHRISTAMARIANNE MISSION HOSPITAL (ASUMBI),18214949.0
216 CHRISTIAN MISSION INTERNATIONAL-SAMBOCHO HEALTH CENTRE,8960.0
217 CHUMVI DISPENSARY,30000.0
218 CHWELE FOUNTAIN HOSPITAL,11200.0
219 CHWELE SUB COUNTY HOSPITAL,2207520.0
220 CHWELE SUB COUNTY HOSPITAL,13440.0
221 CIALA HOSPITAL KISUMU LIMITED,33600.0
222 CITY EYE HOSPITAL,14757480.0
223 CITY EYE HOSPITAL LIMITED,7711598.0
224 CITY GATE DOCTORS PLAZA LTD,801990.0
225 CKS DIALYSIS CENTRE - BURUBURU,394050.0
226 CKS DIALYSIS CENTRE PANGANI,500550.0
227 CKS HOSPITAL LIMITED-KIMUKA,95850.0
228 COMFY HEALTHCARE LIMITED,87360.0
229 COMMUNAL ORIENTED SERVICES,896000.0
230 CONSOLATA HOSPITAL KYENI,20517280.0
231 CONSOLATA COTTAGE HOSPITAL CHUKA,15001280.0
232 CONSOLATA HOSPITAL GITORO,448000.0
233 CONSOLATA HOSPITAL MATHARI,10052257.0
234 CONSOLATA HOSPITAL NKUBU,25516200.0
235 COPTIC HOSPITAL - LUANDA,579000.0
236 COPTIC HOSPITAL - NGONG ROAD,8090200.0
237 COPTIC HOSPITAL-SALGAA,191520.0
238 COTTOLENGO MISSION HOSPITAL,1429680.0
239 COUNT MEDICAL AND DIAGNOSTIC LIMITED,806800.0
240 COUNTY MEDICAL CENTRE EMBU LTD,4798470.0
241 CRESCENT COMMUNITY HOSPITAL LIMITED,10460800.0
242 CROWN SPECIALIST CENTRE,12330599.0
243 CRYSTAL COTTAGE HOSPITAL & MEDICAL CLINIC LTD,4177600.0
244 CUSTOM MEDICAL CENTER,413800.0
245 CYFAR MEDICAL,10000.0
246 CYNERT HOSPITAL AND REHABILITATION CENTRE LTD,24640.0
247 DADAAB MEDICAL CENTRE LIMITED,20160.0
248 DAHKAH MEDICAL CENTRE LIMITED,8960.0
249 DANABA HEALTH CENTRE,49280.0
250 DANIEL COMBONI HEALTH CENTRE,271040.0
251 DANMOSON OASIS MEDICAL AND DIAGNOSTIC CENTRE LIMITED,246000.0
252 DARUSALAAM HOSPITAL,2810080.0
253 DAWADUBA NURSING HOME LTD,680960.0
254 DERTU HEALTH CENTRE,311360.0
255 DIANI BEACH HOSPITAL,4576840.0
256 DIANI BEACH HOSPITAL LIMITED-SHIKA ADABU,2828180.0
257 DIGDAR MEDICAL CENTRE LIMITED,2365440.0
258 DILMANYALEY HEALTH CENTRE,91200.0
259 DIVINE MERCY ALUOR HEALTH CENTRE,1090880.0
260 DOM COTTOLENGO HEALTH CENTRE - MUKOTHIMA,120960.0
261 DOPHIL NURSING & MATERNITY HOME NOMIYA FAITH BASED,1945440.0
262 DORAN LIFE CARE CENTRE,1005760.0
263 DR AGARWALS EYE HOSPITAL,7490560.0
264 DR.AGARWAL'S EYE HOSPITAL,106400.0
265 DR.KALEBI LABS (DKL) LTD,59000.0
266 DUNTOW NURSING HOME LIMITED,20160.0
267 DURO MODERN HOSPITAL LIMITED,611520.0
268 DWELE HEALTH CENTRE,53760.0
269 DZIKUNZE DISPENSARY,10000.0
270 EAGLE HEALTH AND CLINIC SERVICES,6221600.0
271 EAGLE HEALTH AND CLINIC SERVICES RIRUTA BRANCH,346000.0
272 EASTEND DOCTORS PLAZA MEDICAL CENTRE LIMITED,89600.0
273 EASTGATE MEDICAL CENTRE,636160.0
274 EASTVALLEY NURSING HOME,16720.0
275 EBENEZER MEDICAL CENTRE BRIGADIA,200000.0
276 EBENEZER NURSING HOME,10000.0
277 EDELVALETRUST JAMAA HOME AND MISSION HOSPITAL,436650.0
278 EDESA MEDICARE BUNGOMA,1218560.0
279 EKALAKALA HEALTH CENTRE,82880.0
280 EKALAKALA NURSING HOME LIMITED,3380160.0
281 EKAMBULI HEALTH CENTRE,642880.0
282 EL-MAKKAH COMPREHENSIVE CARE,107520.0
283 EL-SIHA MEDICAL CENTRE LIMITED,11200.0
284 ELBI HEALTHCARE LIMITED,2076480.0
285 ELBURGON SUB-COUNTY HOSPITAL,525280.0
286 ELDAMA RAVINE NURSING HOME,2188480.0
287 ELDAMA RAVINE SUB-COUNTY HOSPITAL,1228400.0
288 ELDAS SUB-COUNTY HOSPITAL,1797600.0
289 ELDO EYE CENTER LIMITED,3293000.0
290 ELDORET HOSPITAL,5673711.0
291 ELDORET HOSPITAL-KERICHO BRANCH,74550.0
292 ELDORET MEDICAL SPECIALISTS CENTRE,246400.0
293 ELDORET ONCOLOGY ASSOCIATES,2071630.0
294 ELELE NOMADIC CLINIC/IRESKINTO,720000.0
295 ELGOLICHA HEALTH CENTRE-MANDERA,38080.0
296 ELGON VIEW HOSPITAL LIMITED,134400.0
297 ELIMAT GROUP NURSING HOME(BUKHAKUNGA) LIMITED,1576960.0
298 ELQALU NURSING HOME LTD,801920.0
299 ELSHAREEFA NURSING HOME,591360.0
300 ELUUYA DISPENSARY,10000.0
301 ELWAK COTTAGE NURSING HOME,470400.0
302 ELWANGALE HEALTH CENTRE,13440.0
303 EMALI SUB COUNTY HOSPITAL,96320.0
304 EMBU CHILDREN HOSPITAL,1520600.0
305 EMBU CHILDREN\'S CLINIC,5040000.0
306 EMBU COUNTY REFERRAL HOSPITAL,33198210.0
307 EMMANUEL COMMUNITY HOSPITAL LIMITED,137200.0
308 EMMANUEL MISSION HEALTH CENTRE,602560.0
309 EMORY HOSPITAL LIMITED,1895540.0
310 EMUHAYA SUB-COUNTY HOSPITAL,15680.0
311 EMURUTOTO HEALTH CENTRE,42560.0
312 ENDARASHA RURAL HEALTH CENTRE,310000.0
313 ENDEBESS SUB-COUNTY HOSPITAL,77280.0
314 ENDO HEALTH CENTRE MISSION,609280.0
315 ENGINEER COUNTY HOSPITAL,134400.0
316 ENKISUKUDO DISPENSARY,30000.0
317 ENKITOK JOY NURSING HOME,49280.0
318 ENOCKHAN HOSPITAL LTD,1724800.0
319 ENTASOPIA HEALTH CENTRE,70000.0
320 ERETETI DISPENSARY,40000.0
321 ESHIABWALI HEALTH CENTRE,13440.0
322 ESHIBEMBE HEALTH CENTRE,78400.0
323 ESHIBINGA HEALTH CENTRE,255360.0
324 ESHIMKOKO HEALTH CENTRE,64960.0
325 ESIARAMBATSI HEALTH CENTRE,98960.0
326 ESONORUA DISPENSARY,160000.0
327 ESTEEMED KUTUS MODERN HOSPITAL,7952000.0
328 EVANS SUNRISE MEDICAL CENTRE,61600.0
"329 EXCEL HEALTH SERVICES, GARISSA",1624000.0
330 EYE & U NAKURU LIMITED,257600.0
331 F.S.J ST. THERESA ASUMBI MISSION HOSPITAL,13340.0
332 FAIRFIELD MEDICAL CENTRE KITENGELA LTD,106500.0
333 FAIRMONT HOSPITAL,595000.0
334 FAMILIA BORA MEDICAL CENTRE,38080.0
335 FAMILYFIRST MEDICAL CENTRE LIMITED,89600.0
336 FATIMA MISSION HOSPITAL,107520.0
337 FAVOUR MEDICAL SERVICES,610400.0
338 FIGO CARE PLUS (K )LTD UPPER HILL,330150.0
339 FIGO CARE PLUS(K) LIMITED,820050.0
340 FINA NURSING HOME,28960.0
341 FINE-HEALTH MEDICAL CENTRE AND MATERNITY,13440.0
342 FINO NURSING HOME LIMITED,963200.0
343 FIRENZE NURSING HOME LIMITED,67200.0
344 FIRST CHOICE HOSPITAL LTD,327040.0
345 FLAMINGO MEDICAL CENTRE,1234160.0
346 FORTIS KIDNEY CENTER LIMITED,191700.0
347 FORTTENAN SUB COUNTY HOSPITAL,50000.0
348 FOUNTAIN HEALTHCARE LIMITED,1558480.0
349 FOUNTAIN HEALTHCARE LTD BUNGOMA,1244320.0
350 FPFK NYAMBARE MISSION HOSPITAL,20160.0
351 FREVANE HOSPITAL,23520.0
352 FRIENDS CHURCH SABATIA EYE HOSPITAL,12518719.0
353 FRIENDS LUGULU HOSPITAL,4974439.0
354 FURAHA MEDICAL CARE,5365920.0
355 FUTURE LIFE COMMUNITY NURSING HOME,488320.0
356 GACAL BUDGET HOSPITAL,2688000.0
357 GAICHANJIRU CATHOLIC HOSPITAL,1183880.0
358 GALAXY HOSPITAL LIMITED,7859078.0
359 GALILEE HOSPITAL KITALE LIMITED,3006400.0
360 GANJONI HOSPITAL MOMBASA LIMITED,33600.0
361 GARISSA COUNTY REFERRAL HOSPITAL,8966990.0
362 GARISSA DOCTORS PLAZA,1737120.0
363 GARISSA ENT MEDICAL CENTRE,1531040.0
364 GARISSA NURSING HOME,143000.0
365 GARSIN HEALTHCARE AND NURSING HOME LTD,73920.0
366 GATEWAY POINT HOSPITAL LIMITED,2158160.0
367 GATUNDU COUNTY REFERRAL HOSPITAL,395440.0
368 GATUNGA CATHOLIC HEALTH CENTRE,510720.0
369 GENERATION AND VISIONARY MEDICAL CENTRE,950800.0
370 GERMAN MEDICAL CENTER MACHAKOS,21493280.0
371 GERTRUDES GARDEN CHILDREN'S HOSPITAL,1748320.0
372 GESOW HEALTHCARE LIMITED,154560.0
373 GETENDE NURSING HOME,6023360.0
374 GETWAY MEDICAL SERVICES,143360.0
375 GICHIRA HEALTH CENTREX,143000.0
376 GIFTED HANDS REGIONAL HOSPITAL,548400.0
377 GIFTED MINDS MEDICAL CENTRE,586880.0
378 GILBERT OBORA PEDO HEALTH CENTRE,141120.0
379 GILGIL SUB-COUNTY HOSPITAL,1912960.0
380 GIOVANNA -E- SYLVIA MEDICAL CENTRE,24640.0
381 GITA SUB-COUNTY HOSPITAL,56000.0
382 GITHONGO SUB-COUNTY HOSPITAL,130000.0
383 GITHUNGURI HEALTH CENTRE,510000.0
384 GITHURAI LANGATA HEALTH CENTRE,290000.0
385 GIVUDIMBULI HEALTH CENTRE,31360.0
386 GLENFIN DONHOLM HOSPITAL LIMITED,1030400.0
387 GOD AGULU,26880.0
388 GODBURA HEALTH CENTRE,163520.0
389 GOLGOTHA MEDICAL CENTRE,2359760.0
390 GOOD HOPE HEALTH LIMITED,63900.0
391 GOODWILL COTTAGE HOSPITAL,14807640.0
392 GOT-ADE NURSING HOME LIMITED,6720.0
393 GOTANI MODERN HEALTH CENTRE,700000.0
394 GRACE PARK MEDICAL CENTRE,17399960.0
395 GRAND ROYALCARE MEDICAL CLINIC LIMITED,8321600.0
396 GRANTON & DOLLY NURSING HOME LIMITED,2961280.0
397 GRAYS MEDICAL CENTRE LIMITED,145600.0
398 GREENVIEW NURSING HOME,2202620.0
399 GUDA NURSING HOME,134400.0
400 GUMBA HEALTH CENTRE,60000.0
401 GURU NANAK RAMGARHIA HOSPITAL,1471680.0
402 GYNOCARE WOMENS AND FISTULA HOSPITAL LTD,222880.0
403 HABIB NURSING HOME,342720.0
404 HADADO MATERNITY AND NURSING HOME LIMITED,58240.0
405 HADADO SUB-COUNTY HOSPITAL,180000.0
406 HALCYON HEALTHCARE LIMITED,694400.0
407 HARAY NURSING HOME,837760.0
408 HARWALE DISPENSARY,150000.0
409 HAVANA HOSPITAL LIMITED,313600.0
410 HAVEN HOSPITAL BONDO,2530220.0
411 HAWI FAMILY HOSPITAL,1343120.0
412 HEALTH WAVE MEDICAL SERVICES LIMITED-HOSPITAL,3969360.0
413 HEALTHGATE HOSPITAL LTD,1314430.0
414 HEALTHPACT HOSPITAL,36960.0
415 HELFEN MEDICAL CENTRE,203840.0
416 HELMI JONAS HEALTH CENTRE URADI,72240.0
417 HEMA HOSPITAL,3941280.0
418 HENRY MADUMA COMMUNITY MEDICAL CENTER LIMITED,49280.0
419 HILLVIEW NURSING HOME TAKABA LIMITED,8960.0
420 HOLSOMS ANNEX KEUMBU,107520.0
421 HOLSOMS NURSING HOME,20160.0
422 HOLY FAMILY CATHOLIC MISSION HOSPITAL,8960.0
423 HOLY FAMILY HOSPITAL NANGINA,528640.0
424 HOMABAY COUNTY REFERRAL HOSPITAL,6316630.0
425 HOMEGROUND MEDICAL CENTRE,235200.0
426 HOMEPEARL MEDICAL CLINIC,35840.0
427 HONGO OGOSA HEALTH CENTRE,8960.0
428 HOPE FOR WIDOWS AND CHILDREN FOUNDATION NURSING HOME,6720.0
429 HOPE HARTSHILL CLINIC,44800.0
430 HOPE MATTERS INTERNATIONAL-VILLAGE OF HOPE HOSPITAL,419920.0
431 HOPECARE HOSPITAL LIMITED,185920.0
432 HOUSE OF HOPE MEDICAL CENTRE,117520.0
433 HUDUD WELLNESS CENTRE LIMITED,98560.0
434 HUNTER MEDICAL CENTRE RUNYENJES,24640.0
435 HURUMA HOSPITAL- MATHARE NORTH ANNEX,30240.0
436 HURUMA MATERNITY & NURSING HOME,164640.0
437 HURUMA SUB-COUNTY HOSPITAL,67200.0
438 ICF NURSING HOME,22000.0
439 IJARA SUB-COUNTY HOSPITAL,235200.0
440 IKALYONI DISPENSARY,10000.0
441 IKEREGE LIFECARE MEDICAL CENTER LTD,67200.0
442 IKUTHA SUB-COUNTY HOSPITAL,1780000.0
443 ILKILORIT DISPENSARY,120000.0
444 IMANI YAKO MEDICAL CLINIC,371840.0
445 IMARA HOSPITAL EMBU,15521520.0
446 IMMACULATE HEART OF MARY MISSION HOSPITAL KILIMAMBOGO,89600.0
447 INNOVATION EYE CENTRE LTD,4491200.0
448 INNOVATION EYE CENTRE LTD-KISUMU,212800.0
449 INTERAIL COMMUNITY HEALTH SERVICES LTD,1480640.0
450 IQRA MEDICAL CENTRE AND NURSING HOME,47040.0
451 IRWAGA HEALTH CENTRE,180000.0
452 ISEGERE TOTO CLINIC,1384320.0
453 ISIBANIA MISSION HEALTH CENTRE,20160.0
454 ISIOLO DRUG MART MEDICAL CENTRE,268240.0
455 ITANDO MISSION OF HOPE AND HEALTHCARE,4272240.0
456 ITARC KENYA LIMITED,1151360.0
457 ITEN COUNTY REFERRAL HOSPITAL,659590.0
458 ITHANGA HEALTH CENTRE,320000.0
459 IVORY HEALTH SOLUTIONS LIMITED GITHUNGURI,69440.0
460 J.M KARIUKI MEMORIAL COUNTY REFERRAL HOSPITAL,761250.0
461 JALARAM NURSING & MATERNITY HOME,470400.0
462 JAMBO KIDNEY CARE LIMITED,202350.0
463 JAMII HOSPITAL KARATINA,5836320.0
464 JAMII MEDICAL CENTRE - EMBAKASI,165680.0
465 JAMII WELLNESS HOSPITAL,799680.0
466 JANICE CHOLERTON MEDICAL & CANCER CENTRE,2487200.0
467 JARAMOGI OGINGA ODINGA TEACHING AND REFERRAL HOSPITAL,63515375.0
468 JED BLOSSOMS HOSPITAL LIMITED,12240.0
469 JEMINDAS NURSING HOME LIMITED,64960.0
470 JESMO HOSPITAL,257600.0
471 JETTY HEALTHCARE HOSPITAL,220000.0
472 JIMBA DISPENSARY,10000.0
473 JOINT PARTNERS NURSING HOME,441280.0
474 JOKWERIN COMMUNITY NURSING HOME,40320.0
475 JORDAN HOSPITAL,2210999.9
476 JUJA FARM HEALTH CENTRE,230000.0
477 JUJA ROAD MATERNITY HOSPITAL LIMITED- PANGANI,276640.0
478 JUJA ROAD MATERNITY HOSPITAL LIMITED- RUIRU,787280.0
479 JUMUIA FRIENDS HOSPITAL KAIMOSI,31417280.0
480 JUMUIA HOSPITAL HURUMA,87062778.0
481 KABARNET COTTAGE HOSPITAL LIMITED,157920.0
482 KABARTONJO SUB-COUNTY HOSPITAL,376320.0
483 KABIANGA HEALTH CENTRE,540000.0
484 KACHELIBA SUB-COUNTY HOSPITAL,40000.0
485 KACHORORONI DISPENSARY,20000.0
486 KADIJA DISPENSARY,20000.0
487 KADZINUNI DISPENSARY,10000.0
488 KAGIO HOSPITAL LIMITED,6130980.0
489 KAGONDO EMMANUEL MISSION HOSPITAL,1746600.0
490 KAIRURI HEALTH CENTRE,10000.0
491 KAIRURI HEALTH CENTRE,10000.0
