provider_name,amount
GARASHI DISPENSARY,30000.0
GARISSA DOCTORS PLAZA,10000.0
GATHANGA DISPENSARY,10000.0
GETA BUSH HEALTH CENTRE,10000.0
GIFTED MINDS MEDICAL CENTRE,10000.0
GILGIL SUB-COUNTY HOSPITAL,10000.0
GIRIBE DISPENSARY,10000.0
GONGO HEALTH CENTRE,30000.0
GONGONI HEALTH CENTRE,10000.0
GOTICHAKI DISPENSARY,10000.0
GRAND ROYALCARE MEDICAL CLINIC LIMITED,99600.0
GURUFA HEALTH CENTRE,20000.0
HAVEN HEALTHCARE,200000.0
HENI HEALTH CENTRE,10000.0
HOLO KADAWA COMMUNITY CLINIC,20000.0
Hulugho Sub County Hospital,10000.0
IMBIAKALO DISPENSARY,20000.0
IMURTOT HEALTH CENTRE,40000.0
INTERAIL COMMUNITY HEALTH SERVICES LTD,10000.0
IRESUKI DISPENSARY,50000.0
ISHIARA SUB-COUNTY HOSPITAL,290000.0
ITIERIO MATERNITY AND NURSING HOME,30000.0
KACHUTH DISPENSARY,20000.0
KAGWA HEALTH CENTRE,10000.0
KAIBOI MISSION HEALTH CENTRE,10000.0
KAIKOR HEALTH CENTER,10000.0
KAITUI DISPENSARY,10000.0
KAKUMA SUB-COUNTY HOSPITAL,10000.0
KAMKOMANI DISPENSARY,10000.0
KANGATOSA DISPENSARY,10000.0
KAPLAMAI HEALTH CENTRE,20000.0
KAPTALAMWA HEALTH CENTRE,20000.0
KAPTUMEK DISPENSARY,10000.0
KASUKU HEALTH CENTRE,10000.0
KATULANI HEALTH CENTRE,10000.0
KAVUNYALALO DISPENSARY,30000.0
KAYOLE 1 HEALTH CENTRE,10000.0
KEDOWA HEALTH CENTRE,40000.0
KEE DISPENSARY,10000.0
KENYATTA NATIONAL HOSPITAL,61739809.0
KERIO HEALTH CENTRE,10000.0
KHAOYA DISPENSARY,20000.0
KIAMBERE DAM DISPENSARY,10000.0
KIBINGEI DISPENSARY,20000.0
KIENI MODEL HEALTH CENTRE,10000.0
KILILI HEALTH CENTRE,10000.0
Kineni Dispensary,40000.0
KINONDO KWETU HOSPITAL,140000.0
KIOGE DISPENSARY,20000.0
KIRIBWET DISPENSARY,10000.0
KITHIMU HEALTH CENTRE,10000.0
KITHUKI HEALTH CENTRE,10000.0
KIZINGO HEALTH CENTRE,40000.0
KOBADADI DISPENSARY,90000.0
KOILOT HEALTH CENTRE,10000.0
KOKWOTENDWO DISPENSARY,70000.0
KOLANYA SALVATION ARMY HEALTH CENTRE,9000.0
KOLOWA HEALTH CENTRE,10000.0
KUIKUI HEALTH CENTRE,20000.0
KUOYO HEALTH CENTRE,40000.0
KURESIET DISPENSARY,40000.0
KUVASALI HEALTH CENTRE,10000.0
LAS ANO HEALTHCARE LIMITED,10000.0
LESSOS HEALTH CENTRE,10000.0
LOBEI HEALTH CENTRE,50000.0
Loruth Dispensary,20000.0
LUKUSI DISPENSARY,10000.0
LUNAKWE DISPENSARY,30000.0
LUTSANGANI DISPENSARY,10000.0
LUUCHO DISPENSARY,70000.0
MADOGO HEALTH CENTRE,10000.0
MAILI SABA DISPENSARY,10000.0
MAKINDU SUB-COUNTY HOSPITAL,10000.0
MAKUENI COUNTY REFERRAL HOSPITAL,30000.0
MALANGA HEALTH CENTRE,10000.0
MALAVA SUB COUNTY HOSPITAL,29998.0
MANG\\'U DISPENSARY,10000.0
MARIMANTI SUB COUNTY HOSPITAL,20000.0
MARIWA HEALTH CENTRE,30000.0
MARY HELP OF THE SICK MISSION HOSPITAL,191700.0
MASARIA DISPENSARY,20000.0
MASHAMBANI DISPENSARY,10000.0
MASOGO DISPENSARY,90000.0
MBITINI HEALTH CENTRE,20000.0
MBOGOINI DISPENSARY,10000.0
MBUGUNI DISPENSARY,10000.0
MELWA HEALTH CENTRE,20000.0
MERU TEACHING AND REFERRAL HOSPITAL,10000.0
MIDOINA DISPENSARY,10000.0
MIGERE DISPENSARY,10000.0
MIGORI COUNTY REFERRAL HOSPITAL,20000.0
MISIKHU DISPENSARY,30000.0
MKAO MOTO DISPENSARY,20000.0
MNYENZENI MODEL HEALTH CENTRE,70000.0
MODING HEALTH CENTRE,10000.0
MONGUNI DISPENSARY,10000.0
MOTONTO DISPENSARY,10000.0
MUKENDE HEALTH CENTRE,20000.0
MUKHOBOLA HEALTH CENTRE,1000.0
MURINDUKO HEALTH CENTRE,10000.0
MUSOKOTO DISPENSARY,10000.0
MUTHA HEALTH CENTRE,10000.0
NAIROBI KIDNEY CENTRE,10650.0
NAIVASHA SUB-COUNTY HOSPITAL,20000.0
NAMELOK HEALTH CENTRE,10000.0
NANDI HILLS SUB-COUNTY HOSPITAL,10000.0
NAYA HEALTH CENTRE,10000.0
NDAU DISPENSARY,10000.0
NDOVU HEALTH CENTRE,5000.0
NDUNDUNI DISPENSARY,10000.0
NEW KILIFI WANANCHI MATERNITY & NURSING HOME,10000.0
NGELECHOM DISPENSARY,10000.0
NG'ONG'A DISPENSARY,10000.0
NJEGAS HEALTH CENTRE,10000.0
NYABOKARANGE DISPENSARY,10000.0
NYAGOTO DISPENSARY,10000.0
NYAMBENE SUB-COUNTY HOSPITAL,120000.0
NYAWARA HEALTH CENTRE,10000.0
NZEVENI HEALTH CENTRE,10000.0
NZIU HEALTH CENTRE,30000.0
OLD MAWINGO HEALTH CENTRE,50000.0
OLDANYATI HEALTH CENTRE,10000.0
OLKOKWE HEALTH CENTRE,20000.0
OLMEKENYU DISPENSARY,10000.0
OLOIRIMIRIMI DISPENSARY,10000.0
OLOKYIN HEALTH CENTRE,10000.0
OLORIKA DISPENSARY,10000.0
PESI DISPENSARY,10000.0
Pingilikani dispensary,20000.0
PIONEER HEALTH CENTRE,10000.0
PRECIOUS LIFE MEDICAL CENTRE,10000.0
PUMWANI MATERNITY AND REFERRAL HOSPITAL,30000.0
QUEENS &amp; KINGS HEALTH CENTRE,20000.0
QURAHMADHOW DISPENSARY,29000.0
RABAI RURAL HEALTH DEMONSTRATION CENTRE,440000.0
RABONDO DISPENSARY,20000.0
RAM HOSPITAL LTD KISII,130000.0
RAMBUGU DISPENSARY,10000.0
RAMULA DISPENSARY,20000.0
RAMULA HEALTH CENTRE,20000.0
RARIW DISPENSARY,10000.0
RATTA HEALTH CENTRE,30000.0
REGAOL BARNABAS MEDICAL CLINIC,10000.0
RERA HEALTH CENTRE,20000.0
REUBEN HEALTH CENTRE,40000.0
RHONDA DISPENSARY,10000.0
RIAT DISPENSARY,10000.0
RIBE DISPENSARY,10000.0
RIFT VALLEY PROVINCIAL GENERAL HOSPITAL NAKURU,110000.0
Riokomor Dispensary,20000.0
RIOTANCHI HEALTH CENTRE,20000.0
ROBINS HEALTHCARE LIMITED,130650.0
ROBLESSING MEDICAL CENTRE,10000.0
RONGAI HEALTH CENTRE-NAKURU,60000.0
RORET SUB-COUNTY HOSPITAL,10000.0
ROSAMA MEDICAL SERVICES,30000.0
ROYAL ST MONICAH MEDICAL CENTRE LIMITED,2000.0
RUANDA DISPENSARY,20000.0
RUKALA MODEL HEALTH CENTRE,30000.0
SABA SABA HEALTH CENTRE,40000.0
SABAKI DISPENSARY,10000.0
SABATIA SUB-COUNTY HOSPITAL,30000.0
SACHANGWAN HEALTH CENTRE,20000.0
SAGANA SUB-COUNTY HOSPITAL,60000.0
SAIKA NURSING HOME,20000.0
SAIKERI DISPENSARY,10000.0
SAKUTIEK HEALTH CENTRE,40000.0
SANG\\'ALO MEDICAL CENTRE,10000.0
SCION HEALTHCARE- KWA NJENGA,20000.0
SCION HOSPITAL LIMITED,40000.0
SEREWO HEALTH CENTRE,20000.0
SHAMAKHUBI HEALTH CENTRE,10000.0
SHAMBERERE DISPENSARY,10000.0
SHELLA DISPENSARY,20000.0
SHIKUSA HEALTH CENTRE,50000.0
SHIVANGA HEALTH CENTRE,20000.0
SIFUYO HEALTH CENTRE,10000.0
SIMBA OPEPO DISPENSARY,10000.0
SITIKHO DISPENSARY,20000.0
ST FRANCIS CATHOLIC DISPENSARY KAWANGWARE GATINA,20000.0
STAR SPECIALIST HOSPITAL LIMITED,40000.0
SULTAN HAMUD SUB COUNTY HOSPITAL,30000.0
SYNERGY CLINICS - UGUNJA,53250.0
TAMOUGH HEALTH CENTRE,10000.0
TENGES HEALTH CENTRE,10000.0
THE NAKURU SPECIALIST HOSPITAL LTD(CANCER &amp; INFECTIOUS DESEA S,270000.0
THE RIVER JORDAN MEDICAL CENTRE LTD,10000.0
THE WHITE CRESCENT HOSPITAL,230000.0
THE WHITE CRESCENT HOSPITAL LIMITED,180250.0
THINU HEALTH CENTRE,10000.0
TIGOI HEALTH CENTRE,40000.0
TISINYE HEALTH CENTRE,10000.0
URIRI SUB-COUNTY HOSPITAL,40000.0
USAO HEALTH CENTRE,10000.0
USIGU HEALTH CENTRE,40000.0
USUBEY DISPENSARY,90000.0
UTHIRU MUTHUA HEALTH CENTRE,60000.0
UTWIINI DISPENSARY,40000.0
UYAWI SUB-COUNTY HOSPITAL,10000.0
VIHIGA HEALTH CENTRE,10000.0
VISHAKANI DISPENSARY,10000.0
WAGAI HEALTH CENTRE,30000.0
WAGBERI DISPENSARY,50000.0
WAITHAKA HEALTH CENTRE,50000.0
WAMUNYU HEALTH CENTRE,20000.0
WANANCHI JAMII HOSPITAL LIMITED,30000.0
WANGNYANG DISPENSARY,10000.0
WARANGARA HEALTH CENTRE,20000.0
WARGADUD HEALTH CENTRE,10000.0
WAYSIDE MEDICAL CLINIC,10000.0
WEBUYE HEALTH CENTRE,20000.0
WEST SIDE HEALTHCARE MALABA,120000.0
WESTLANDS HOSPITAL,60000.0
WESU SUB-COUNTY HOSPITAL,60000.0
WITU HEALTH CENTRE,10000.0
WIYETA HEALTH CENTRE,10000.0
YABICHO HEALTH CENTRE,10000.0
YALA SUB-COUNTY HOSPITAL,10000.0
ZANIK MEDICAL CENTRE,20000.0
ZIWA SIRIKWA SUB-COUNTY HOSPITAL,60000.0
